"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9"
"PRED",0.280244737826738,0.402081467642379,0.460171497330332,0.202873440882854,0.0413650739678944,0.699366574537417,0.124719146889256,0.0223248696016809,-8.21171889065197e-16
"PETD",-0.390131114428134,-0.173625948272078,0.246649514731685,0.356906294527519,0.290462638806321,0.10390042450263,-0.730816920031073,-0.0132832260043332,2.13465215822634e-15
"CLDD",0.27889029981374,0.408990799996571,-0.210639560167735,-0.605078798263868,0.35249199728355,0.0304466191705491,-0.467848887027976,-0.0199289716414637,1.79484474271803e-15
"DTRD",-0.168127220145982,-0.32145314855052,0.637023548836985,-0.615308205171589,-0.130270509841444,0.0141147714150041,0.0310987772633804,-0.0136452338609117,0.256271268673937
"TMPD",-0.398400581666759,0.287363300840344,0.0404043028104346,-0.055550739146503,0.215231716564716,-0.0884981899701958,0.189063990433535,0.814910488109193,-2.23417602894106e-14
"TMND",-0.374334261410046,0.355551709747686,-0.0790580954304324,0.0763405461957369,0.241978964718423,-0.0647393572366261,0.220588674595246,-0.421382082300852,0.657580074666227
"TMXD",-0.408267975035072,0.21373800753324,0.157050555178242,-0.15171783306883,0.177478218337537,-0.0549843068996918,0.215996328255789,-0.396056130971216,-0.70845852542983
"VAPD",-0.345931410666386,0.357517366809953,-0.150720577134423,-0.0930582685578033,-0.784113427432539,0.156715582754846,-0.285883725072743,-0.00362113314707409,1.46703388641961e-15
"WETD",0.279309140431498,0.3938040551606,0.47114108763156,0.214811123128658,-0.146589481151064,-0.677760068851888,-0.133092354532966,-0.0150421204176233,5.4810697257373e-16
