loss,accuracy,val_loss,val_accuracy
0.7435225248336792,0.7094022631645203,0.47802719473838806,0.8201627731323242
0.47199180722236633,0.8244865536689758,0.4161897301673889,0.8529797792434692
0.3979036808013916,0.8532904386520386,0.39582183957099915,0.8556051254272461
0.3442606031894684,0.8746801614761353,0.31376537680625916,0.8873720169067383
0.31744858622550964,0.8832753896713257,0.28363460302352905,0.8939354419708252
0.29555729031562805,0.8915425539016724,0.29077205061912537,0.8920976519584656
0.2852444350719452,0.895872950553894,0.2685472071170807,0.9018114805221558
0.262050598859787,0.9044682383537292,0.26674872636795044,0.9018114805221558
0.2550882399082184,0.9091266989707947,0.25718650221824646,0.9065371751785278
0.2481340765953064,0.9107670187950134,0.2759022116661072,0.9028616547584534
0.23387056589126587,0.9149662256240845,0.2830066382884979,0.9015489816665649
0.22836464643478394,0.9160159826278687,0.30665865540504456,0.8918351531028748
0.22937145829200745,0.9168689846992493,0.23909837007522583,0.9157258868217468
0.2144271582365036,0.9201496243476868,0.23655077815055847,0.9144132137298584
0.2125985473394394,0.9227085113525391,0.22126194834709167,0.9215016961097717
0.20562554895877838,0.9234302043914795,0.2436923235654831,0.9144132137298584
0.20048414170742035,0.9282199144363403,0.2638375461101532,0.9028616547584534
0.19592507183551788,0.9292041063308716,0.22792275249958038,0.9207140803337097
0.18784062564373016,0.9315005540847778,0.22342631220817566,0.9188763499259949
0.184745192527771,0.9325503706932068,0.22584426403045654,0.9194014072418213
0.18335813283920288,0.9336657524108887,0.22282932698726654,0.9207140803337097
0.1782287061214447,0.9347155690193176,0.2059730589389801,0.9246521592140198
0.18542659282684326,0.9307788014411926,0.2261645793914795,0.9180887341499329
0.17591972649097443,0.9387835264205933,0.23255355656147003,0.9180887341499329
0.16737744212150574,0.9395052790641785,0.19897283613681793,0.9291152358055115
0.16875764727592468,0.9382586479187012,0.21415816247463226,0.9238645434379578
0.1679401993751526,0.9402926564216614,0.22488240897655487,0.9175636768341064
0.1572854369878769,0.9445574283599854,0.23593485355377197,0.9128380417823792
0.1607983559370041,0.9416704773902893,0.1966012865304947,0.9296403527259827
0.15863925218582153,0.9431796073913574,0.2080092430114746,0.9293777942657471
0.1571250706911087,0.9435076713562012,0.26259806752204895,0.9031241536140442
0.15105660259723663,0.9448198676109314,0.19130772352218628,0.9293777942657471
0.14787380397319794,0.9444918036460876,0.20489194989204407,0.927802562713623
0.14201749861240387,0.9475100040435791,0.2013130933046341,0.9296403527259827
0.14437232911586761,0.946985125541687,0.19857539236545563,0.9285901784896851
0.13973453640937805,0.9493471384048462,0.20930510759353638,0.927802562713623
0.14348503947257996,0.9463946223258972,0.20347867906093597,0.9296403527259827
0.14599330723285675,0.9466570615768433,0.21001701056957245,0.9246521592140198
0.14011195302009583,0.9502657055854797,0.18892814218997955,0.9322656989097595
0.13458141684532166,0.952562153339386,0.201870396733284,0.9291152358055115
0.13008590042591095,0.9519060254096985,0.2025940716266632,0.9288527369499207
0.13624748587608337,0.9482317566871643,0.2118838131427765,0.9238645434379578
0.12883718311786652,0.9534807205200195,0.19119857251644135,0.933578372001648
0.12968109548091888,0.9524965286254883,0.19338347017765045,0.9314780831336975
0.12745414674282074,0.9522997140884399,0.18498007953166962,0.9383040070533752
0.12835995852947235,0.9530214667320251,0.20460020005702972,0.9291152358055115
0.1221979483962059,0.9547273516654968,0.20491765439510345,0.9338409304618835
0.12463419139385223,0.9540712833404541,0.2177855521440506,0.9243896007537842
0.12522968649864197,0.9530214667320251,0.21285362541675568,0.9264898896217346
0.11941342055797577,0.9561052322387695,0.17846310138702393,0.9356786608695984
