loss,accuracy,val_loss,val_accuracy
0.7384724020957947,0.7063841223716736,0.5019348859786987,0.8183250427246094
0.5049095153808594,0.8073617219924927,0.4200294017791748,0.8398529887199402
0.39829111099243164,0.854996383190155,0.37484851479530334,0.8619059920310974
0.3551187515258789,0.8696935772895813,0.3713036775588989,0.8666316866874695
0.3247155547142029,0.8805196285247803,0.3075740933418274,0.8907849788665771
0.3089013397693634,0.8906239867210388,0.29113513231277466,0.8947229981422424
0.29186028242111206,0.8941014409065247,0.2838931083679199,0.8968232870101929
0.27485212683677673,0.9007282853126526,0.27764180302619934,0.9018114805221558
0.26137590408325195,0.9068302512168884,0.29563334584236145,0.8884221315383911
0.2515922486782074,0.9093891382217407,0.2555882930755615,0.9117878675460815
0.2259015589952469,0.915884792804718,0.23283180594444275,0.9159884452819824
0.23301438987255096,0.9129322171211243,0.30067262053489685,0.8931478261947632
0.21526166796684265,0.9236270785331726,0.24261172115802765,0.9152008295059204
0.219384104013443,0.9223804473876953,0.23626933991909027,0.9149383306503296
0.2138170748949051,0.9232990145683289,0.22461186349391937,0.916251003742218
0.20348303020000458,0.9255298376083374,0.2511826455593109,0.911525309085846
0.20005537569522858,0.926973283290863,0.24099354445934296,0.9120504260063171
0.19797731935977936,0.928023099899292,0.24346020817756653,0.9144132137298584
0.19859908521175385,0.9286136031150818,0.25312721729278564,0.9091625213623047
0.1908823549747467,0.9305163621902466,0.24677450954914093,0.9175636768341064
0.18268084526062012,0.9346499443054199,0.21366822719573975,0.9243896007537842
0.18462903797626495,0.9322879314422607,0.22358623147010803,0.9275400638580322
0.18204215168952942,0.9339938163757324,0.21727485954761505,0.9212391972541809
0.1710423231124878,0.937536895275116,0.22229044139385223,0.9220267534255981
0.17046776413917542,0.9395709037780762,0.22925657033920288,0.9199264645576477
0.1670312136411667,0.9393740296363831,0.20537962019443512,0.9259648323059082
0.16491366922855377,0.9406207203865051,0.21031656861305237,0.9264898896217346
0.16382889449596405,0.9386523365974426,0.22585496306419373,0.9259648323059082
0.16285474598407745,0.9416704773902893,0.21404001116752625,0.9301654100418091
0.1612442135810852,0.9402926564216614,0.20669452846050262,0.9264898896217346
0.15761816501617432,0.9431139826774597,0.2302100509405136,0.9196639657020569
0.1537628322839737,0.9449511170387268,0.19618940353393555,0.9296403527259827
0.1479831337928772,0.9441637396812439,0.2267267256975174,0.9199264645576477
0.15054146945476532,0.9452135562896729,0.2033672332763672,0.9259648323059082
0.14825554192066193,0.9454759955406189,0.20734244585037231,0.9288527369499207
0.14258210361003876,0.9492815136909485,0.20360885560512543,0.9285901784896851
0.14202506840229034,0.9481661319732666,0.20468595623970032,0.9330533146858215
0.1388934701681137,0.9502657055854797,0.20502623915672302,0.9314780831336975
0.14050346612930298,0.9488878846168518,0.2211528718471527,0.927014946937561
0.13701708614826202,0.9496095776557922,0.2069690227508545,0.9312155246734619
0.13272100687026978,0.9511187076568604,0.2005101442337036,0.9283276200294495
0.13395889103412628,0.9505937695503235,0.19338425993919373,0.9317406415939331
0.12723574042320251,0.9539400339126587,0.18752199411392212,0.9362037181854248
0.1335626095533371,0.948297381401062,0.2000533491373062,0.9291152358055115
0.12990999221801758,0.9529558420181274,0.20765309035778046,0.9285901784896851
0.1288563460111618,0.9529558420181274,0.19492225348949432,0.9348910450935364
0.12371274083852768,0.9547273516654968,0.20322242379188538,0.9309530258178711
0.12205640971660614,0.9537432193756104,0.22775912284851074,0.9259648323059082
0.1263914555311203,0.952824592590332,0.19898787140846252,0.9330533146858215
0.12447819113731384,0.9542024731636047,0.18382465839385986,0.9348910450935364
0.1202239990234375,0.956498920917511,0.1998452991247177,0.9333158135414124
0.12089155614376068,0.9560396075248718,0.1956034153699875,0.93436598777771
0.12013404071331024,0.954136848449707,0.19943207502365112,0.9377789497375488
0.12023495137691498,0.9551210403442383,0.188059464097023,0.9362037181854248
0.11630581319332123,0.9585329294204712,0.22219069302082062,0.9249146580696106
0.12031043320894241,0.9573518633842468,0.20055143535137177,0.9322656989097595
0.11241395026445389,0.9596483111381531,0.2006579488515854,0.9312155246734619
0.11414138227701187,0.9583360552787781,0.2259371280670166,0.9241270422935486
0.11372458189725876,0.957811176776886,0.21294273436069489,0.9288527369499207
0.10745880752801895,0.9601076245307922,0.19675834476947784,0.935153603553772
0.10837195068597794,0.9597795605659485,0.2212284952402115,0.9333158135414124
0.10700280964374542,0.9599107503890991,0.21450455486774445,0.9293777942657471
0.10855989158153534,0.9594514966011047,0.20705674588680267,0.9301654100418091
0.10821526497602463,0.9599107503890991,0.2092108428478241,0.9285901784896851
0.10504616051912308,0.9622728228569031,0.20184768736362457,0.9317406415939331
0.10329462587833405,0.9618791341781616,0.22167253494262695,0.9299028515815735
0.0987197682261467,0.9642412066459656,0.2021915763616562,0.9375163912773132
0.10291915386915207,0.9625352621078491,0.19560839235782623,0.93436598777771
0.0980357825756073,0.9644380211830139,0.20836949348449707,0.9330533146858215
0.10409504175186157,0.9626008868217468,0.24103042483329773,0.9293777942657471
0.09829679876565933,0.9631257653236389,0.19142714142799377,0.9375163912773132
0.09858645498752594,0.9639787673950195,0.2165035754442215,0.9304279088973999
0.09692061692476273,0.9629289507865906,0.19982710480690002,0.9383040070533752
0.09502192586660385,0.9666032195091248,0.21316556632518768,0.9314780831336975
0.09494899213314056,0.9639131426811218,0.19733098149299622,0.9369913339614868
0.09856951981782913,0.9650941491127014,0.21154893934726715,0.9364662766456604
0.09659169614315033,0.9639787673950195,0.20696106553077698,0.9312155246734619
0.0960700735449791,0.9652253985404968,0.2030619978904724,0.9348910450935364
0.09411589801311493,0.9653565883636475,0.19407206773757935,0.9417169690132141
0.09059002250432968,0.9683091640472412,0.1978166103363037,0.933578372001648
0.08908528089523315,0.9683747887611389,0.22740183770656586,0.9338409304618835
0.09243705868721008,0.9658815264701843,0.20229960978031158,0.9348910450935364
0.08634870499372482,0.9673905968666077,0.20361097157001495,0.9330533146858215
0.08933807164430618,0.9669969081878662,0.22138437628746033,0.9333158135414124
0.08544031530618668,0.9683091640472412,0.21288135647773743,0.9380415081977844
0.08480118960142136,0.968637228012085,0.207966610789299,0.9388290643692017
0.0831051766872406,0.9698838591575623,0.2188262641429901,0.9356786608695984
0.08249198645353317,0.9693589806556702,0.2205822914838791,0.9364662766456604
0.08425778895616531,0.970211923122406,0.2313334047794342,0.927802562713623
0.08786842226982117,0.9669969081878662,0.21121187508106232,0.9348910450935364
0.08269357681274414,0.970211923122406,0.20829640328884125,0.9364662766456604
0.08012189716100693,0.9694901704788208,0.21953433752059937,0.9362037181854248
0.08457515388727188,0.9688340425491333,0.20352667570114136,0.9383040070533752
0.07897426187992096,0.9706056118011475,0.21716421842575073,0.9362037181854248
0.08131881058216095,0.9706712365150452,0.2446347028017044,0.9251772165298462
0.08300328254699707,0.9702775478363037,0.23522958159446716,0.93436598777771
0.07883501052856445,0.9707368016242981,0.2184782773256302,0.9291152358055115
0.08094765245914459,0.9704087376594543,0.22137004137039185,0.9272775053977966
0.08021879196166992,0.9698838591575623,0.21049408614635468,0.9341034293174744
0.07533106207847595,0.9713929295539856,0.212782621383667,0.9356786608695984
