,model,hist
0,"{'train_loss': [0.3060163188789049, 0.2460404027614658, 0.22849211794551771, 0.21955358696438923, 0.22449278373044743, 0.23372482770223463, 0.24775907782089412, 0.27459196456326734], 'train_acc': [0.8955389768086766, 0.9099214070413525, 0.9190540529686699, 0.9246160985739139, 0.9246142696494986, 0.9194706511011684, 0.9131721879783058, 0.9050881217099398], 'val_loss': 0.33853913617856574, 'val_acc': [0.9450757575757576, 0.9109848484848485, 0.8825757575757576, 0.9318181818181818, 0.9176136363636364, 0.9005681818181818, 0.8996212121212122, 0.884469696969697], 'batch': [4, 8, 12, 16, 20, 24, 28, 32], 'test_acc': [0.8965223965223965, 0.9166509166509167, 0.914004914004914, 0.9139104139104139, 0.9161784161784162, 0.9183519183519183, 0.9139104139104139, 0.9088074088074088], 'test_loss': 0.0, 'hist': [{'train_loss': [0.5343106553446436, 0.3060163188789049], 'train_acc': [0.7998320562611525, 0.8955389768086766], 'val_loss': [1.3857634004318353, 0.46803278187153, 0.42859890284757035, 0.44600745250198576, 0.35820569309507255, 0.2614905613406501, 0.22982871134070482, 0.2383297051647838, 0.24986669958853805, 0.18329811235809731, 0.21425916505507578, 0.20297051790577808], 'val_acc': [0.2859848484848485, 0.8276515151515151, 0.8304924242424242, 0.8238636363636364, 0.8702651515151515, 0.9176136363636364, 0.915719696969697, 0.9270833333333334, 0.8977272727272727, 0.9375, 0.9185606060606061, 0.9450757575757576]}, {'train_loss': [0.47533214324107825, 0.2460404027614658], 'train_acc': [0.821244882964207, 0.9099214070413525], 'val_loss': [1.3730158236893741, 0.4037451765169043, 0.25900388703952787, 0.3413617074503704, 0.196071526070249, 0.27048326994558525], 'val_acc': [0.3096590909090909, 0.8295454545454546, 0.90625, 0.8892045454545454, 0.9375, 0.9109848484848485]}, {'train_loss': [0.4696597098361147, 0.22849211794551771], 'train_acc': [0.8279626325181064, 0.9190540529686699], 'val_loss': [1.3760860440405933, 0.35860743613775115, 0.35604076993397693, 0.3698595996112909], 'val_acc': [0.3428030303030303, 0.8835227272727273, 0.8901515151515151, 0.8825757575757576]}, {'train_loss': [0.5003985526515233, 0.21955358696438923], 'train_acc': [0.8175711136769183, 0.9246160985739139], 'val_loss': [1.4597847353328357, 0.3803782419663323, 0.2703630657810153, 0.2168967477101542], 'val_acc': [0.24526515151515152, 0.8626893939393939, 0.9166666666666666, 0.9318181818181818]}, {'train_loss': [0.5548319969818277, 0.22449278373044743], 'train_acc': [0.8001469507714916, 0.9246142696494986], 'val_loss': [1.424318936635863, 0.39700988210915417, 0.3678646394104328, 0.2248127171753161], 'val_acc': [0.16193181818181818, 0.8636363636363636, 0.8541666666666666, 0.9176136363636364]}, {'train_loss': [0.5800339624623507, 0.23372482770223463], 'train_acc': [0.7968930408313215, 0.9194706511011684], 'val_loss': [1.4499392428181388, 0.3043949021534486], 'val_acc': [0.2585227272727273, 0.9005681818181818]}, {'train_loss': [0.6083302292044211, 0.24775907782089412], 'train_acc': [0.7914348693187782, 0.9131721879783058], 'val_loss': [1.3747000004115857, 0.29572371589510066], 'val_acc': [0.3001893939393939, 0.8996212121212122]}, {'train_loss': [0.6515428247367776, 0.27459196456326734], 'train_acc': [0.7745355305972499, 0.9050881217099398], 'val_loss': [1.3660487911917947, 0.33853913617856574], 'val_acc': [0.35511363636363635, 0.884469696969697]}]}",resnet50_4
1,"{'train_loss': [0.3060163188789049, 0.2460404027614658, 0.22849211794551771, 0.21955358696438923, 0.22449278373044743, 0.23372482770223463, 0.24775907782089412, 0.27459196456326734], 'train_acc': [0.8955389768086766, 0.9099214070413525, 0.9190540529686699, 0.9246160985739139, 0.9246142696494986, 0.9194706511011684, 0.9131721879783058, 0.9050881217099398], 'val_loss': 0.33853913617856574, 'val_acc': [0.9450757575757576, 0.9109848484848485, 0.8825757575757576, 0.9318181818181818, 0.9176136363636364, 0.9005681818181818, 0.8996212121212122, 0.884469696969697], 'batch': [4, 8, 12, 16, 20, 24, 28, 32], 'test_acc': [0.8965223965223965, 0.9166509166509167, 0.914004914004914, 0.9139104139104139, 0.9161784161784162, 0.9183519183519183, 0.9139104139104139, 0.9088074088074088], 'test_loss': 0.0, 'hist': [{'train_loss': [0.5343106553446436, 0.3060163188789049], 'train_acc': [0.7998320562611525, 0.8955389768086766], 'val_loss': [1.3857634004318353, 0.46803278187153, 0.42859890284757035, 0.44600745250198576, 0.35820569309507255, 0.2614905613406501, 0.22982871134070482, 0.2383297051647838, 0.24986669958853805, 0.18329811235809731, 0.21425916505507578, 0.20297051790577808], 'val_acc': [0.2859848484848485, 0.8276515151515151, 0.8304924242424242, 0.8238636363636364, 0.8702651515151515, 0.9176136363636364, 0.915719696969697, 0.9270833333333334, 0.8977272727272727, 0.9375, 0.9185606060606061, 0.9450757575757576]}, {'train_loss': [0.47533214324107825, 0.2460404027614658], 'train_acc': [0.821244882964207, 0.9099214070413525], 'val_loss': [1.3730158236893741, 0.4037451765169043, 0.25900388703952787, 0.3413617074503704, 0.196071526070249, 0.27048326994558525], 'val_acc': [0.3096590909090909, 0.8295454545454546, 0.90625, 0.8892045454545454, 0.9375, 0.9109848484848485]}, {'train_loss': [0.4696597098361147, 0.22849211794551771], 'train_acc': [0.8279626325181064, 0.9190540529686699], 'val_loss': [1.3760860440405933, 0.35860743613775115, 0.35604076993397693, 0.3698595996112909], 'val_acc': [0.3428030303030303, 0.8835227272727273, 0.8901515151515151, 0.8825757575757576]}, {'train_loss': [0.5003985526515233, 0.21955358696438923], 'train_acc': [0.8175711136769183, 0.9246160985739139], 'val_loss': [1.4597847353328357, 0.3803782419663323, 0.2703630657810153, 0.2168967477101542], 'val_acc': [0.24526515151515152, 0.8626893939393939, 0.9166666666666666, 0.9318181818181818]}, {'train_loss': [0.5548319969818277, 0.22449278373044743], 'train_acc': [0.8001469507714916, 0.9246142696494986], 'val_loss': [1.424318936635863, 0.39700988210915417, 0.3678646394104328, 0.2248127171753161], 'val_acc': [0.16193181818181818, 0.8636363636363636, 0.8541666666666666, 0.9176136363636364]}, {'train_loss': [0.5800339624623507, 0.23372482770223463], 'train_acc': [0.7968930408313215, 0.9194706511011684], 'val_loss': [1.4499392428181388, 0.3043949021534486], 'val_acc': [0.2585227272727273, 0.9005681818181818]}, {'train_loss': [0.6083302292044211, 0.24775907782089412], 'train_acc': [0.7914348693187782, 0.9131721879783058], 'val_loss': [1.3747000004115857, 0.29572371589510066], 'val_acc': [0.3001893939393939, 0.8996212121212122]}, {'train_loss': [0.6515428247367776, 0.27459196456326734], 'train_acc': [0.7745355305972499, 0.9050881217099398], 'val_loss': [1.3660487911917947, 0.33853913617856574], 'val_acc': [0.35511363636363635, 0.884469696969697]}]}",resnet50_8
2,"{'train_loss': [0.3060163188789049, 0.2460404027614658, 0.22849211794551771, 0.21955358696438923, 0.22449278373044743, 0.23372482770223463, 0.24775907782089412, 0.27459196456326734], 'train_acc': [0.8955389768086766, 0.9099214070413525, 0.9190540529686699, 0.9246160985739139, 0.9246142696494986, 0.9194706511011684, 0.9131721879783058, 0.9050881217099398], 'val_loss': 0.33853913617856574, 'val_acc': [0.9450757575757576, 0.9109848484848485, 0.8825757575757576, 0.9318181818181818, 0.9176136363636364, 0.9005681818181818, 0.8996212121212122, 0.884469696969697], 'batch': [4, 8, 12, 16, 20, 24, 28, 32], 'test_acc': [0.8965223965223965, 0.9166509166509167, 0.914004914004914, 0.9139104139104139, 0.9161784161784162, 0.9183519183519183, 0.9139104139104139, 0.9088074088074088], 'test_loss': 0.0, 'hist': [{'train_loss': [0.5343106553446436, 0.3060163188789049], 'train_acc': [0.7998320562611525, 0.8955389768086766], 'val_loss': [1.3857634004318353, 0.46803278187153, 0.42859890284757035, 0.44600745250198576, 0.35820569309507255, 0.2614905613406501, 0.22982871134070482, 0.2383297051647838, 0.24986669958853805, 0.18329811235809731, 0.21425916505507578, 0.20297051790577808], 'val_acc': [0.2859848484848485, 0.8276515151515151, 0.8304924242424242, 0.8238636363636364, 0.8702651515151515, 0.9176136363636364, 0.915719696969697, 0.9270833333333334, 0.8977272727272727, 0.9375, 0.9185606060606061, 0.9450757575757576]}, {'train_loss': [0.47533214324107825, 0.2460404027614658], 'train_acc': [0.821244882964207, 0.9099214070413525], 'val_loss': [1.3730158236893741, 0.4037451765169043, 0.25900388703952787, 0.3413617074503704, 0.196071526070249, 0.27048326994558525], 'val_acc': [0.3096590909090909, 0.8295454545454546, 0.90625, 0.8892045454545454, 0.9375, 0.9109848484848485]}, {'train_loss': [0.4696597098361147, 0.22849211794551771], 'train_acc': [0.8279626325181064, 0.9190540529686699], 'val_loss': [1.3760860440405933, 0.35860743613775115, 0.35604076993397693, 0.3698595996112909], 'val_acc': [0.3428030303030303, 0.8835227272727273, 0.8901515151515151, 0.8825757575757576]}, {'train_loss': [0.5003985526515233, 0.21955358696438923], 'train_acc': [0.8175711136769183, 0.9246160985739139], 'val_loss': [1.4597847353328357, 0.3803782419663323, 0.2703630657810153, 0.2168967477101542], 'val_acc': [0.24526515151515152, 0.8626893939393939, 0.9166666666666666, 0.9318181818181818]}, {'train_loss': [0.5548319969818277, 0.22449278373044743], 'train_acc': [0.8001469507714916, 0.9246142696494986], 'val_loss': [1.424318936635863, 0.39700988210915417, 0.3678646394104328, 0.2248127171753161], 'val_acc': [0.16193181818181818, 0.8636363636363636, 0.8541666666666666, 0.9176136363636364]}, {'train_loss': [0.5800339624623507, 0.23372482770223463], 'train_acc': [0.7968930408313215, 0.9194706511011684], 'val_loss': [1.4499392428181388, 0.3043949021534486], 'val_acc': [0.2585227272727273, 0.9005681818181818]}, {'train_loss': [0.6083302292044211, 0.24775907782089412], 'train_acc': [0.7914348693187782, 0.9131721879783058], 'val_loss': [1.3747000004115857, 0.29572371589510066], 'val_acc': [0.3001893939393939, 0.8996212121212122]}, {'train_loss': [0.6515428247367776, 0.27459196456326734], 'train_acc': [0.7745355305972499, 0.9050881217099398], 'val_loss': [1.3660487911917947, 0.33853913617856574], 'val_acc': [0.35511363636363635, 0.884469696969697]}]}",resnet50_12
3,"{'train_loss': [0.3060163188789049, 0.2460404027614658, 0.22849211794551771, 0.21955358696438923, 0.22449278373044743, 0.23372482770223463, 0.24775907782089412, 0.27459196456326734], 'train_acc': [0.8955389768086766, 0.9099214070413525, 0.9190540529686699, 0.9246160985739139, 0.9246142696494986, 0.9194706511011684, 0.9131721879783058, 0.9050881217099398], 'val_loss': 0.33853913617856574, 'val_acc': [0.9450757575757576, 0.9109848484848485, 0.8825757575757576, 0.9318181818181818, 0.9176136363636364, 0.9005681818181818, 0.8996212121212122, 0.884469696969697], 'batch': [4, 8, 12, 16, 20, 24, 28, 32], 'test_acc': [0.8965223965223965, 0.9166509166509167, 0.914004914004914, 0.9139104139104139, 0.9161784161784162, 0.9183519183519183, 0.9139104139104139, 0.9088074088074088], 'test_loss': 0.0, 'hist': [{'train_loss': [0.5343106553446436, 0.3060163188789049], 'train_acc': [0.7998320562611525, 0.8955389768086766], 'val_loss': [1.3857634004318353, 0.46803278187153, 0.42859890284757035, 0.44600745250198576, 0.35820569309507255, 0.2614905613406501, 0.22982871134070482, 0.2383297051647838, 0.24986669958853805, 0.18329811235809731, 0.21425916505507578, 0.20297051790577808], 'val_acc': [0.2859848484848485, 0.8276515151515151, 0.8304924242424242, 0.8238636363636364, 0.8702651515151515, 0.9176136363636364, 0.915719696969697, 0.9270833333333334, 0.8977272727272727, 0.9375, 0.9185606060606061, 0.9450757575757576]}, {'train_loss': [0.47533214324107825, 0.2460404027614658], 'train_acc': [0.821244882964207, 0.9099214070413525], 'val_loss': [1.3730158236893741, 0.4037451765169043, 0.25900388703952787, 0.3413617074503704, 0.196071526070249, 0.27048326994558525], 'val_acc': [0.3096590909090909, 0.8295454545454546, 0.90625, 0.8892045454545454, 0.9375, 0.9109848484848485]}, {'train_loss': [0.4696597098361147, 0.22849211794551771], 'train_acc': [0.8279626325181064, 0.9190540529686699], 'val_loss': [1.3760860440405933, 0.35860743613775115, 0.35604076993397693, 0.3698595996112909], 'val_acc': [0.3428030303030303, 0.8835227272727273, 0.8901515151515151, 0.8825757575757576]}, {'train_loss': [0.5003985526515233, 0.21955358696438923], 'train_acc': [0.8175711136769183, 0.9246160985739139], 'val_loss': [1.4597847353328357, 0.3803782419663323, 0.2703630657810153, 0.2168967477101542], 'val_acc': [0.24526515151515152, 0.8626893939393939, 0.9166666666666666, 0.9318181818181818]}, {'train_loss': [0.5548319969818277, 0.22449278373044743], 'train_acc': [0.8001469507714916, 0.9246142696494986], 'val_loss': [1.424318936635863, 0.39700988210915417, 0.3678646394104328, 0.2248127171753161], 'val_acc': [0.16193181818181818, 0.8636363636363636, 0.8541666666666666, 0.9176136363636364]}, {'train_loss': [0.5800339624623507, 0.23372482770223463], 'train_acc': [0.7968930408313215, 0.9194706511011684], 'val_loss': [1.4499392428181388, 0.3043949021534486], 'val_acc': [0.2585227272727273, 0.9005681818181818]}, {'train_loss': [0.6083302292044211, 0.24775907782089412], 'train_acc': [0.7914348693187782, 0.9131721879783058], 'val_loss': [1.3747000004115857, 0.29572371589510066], 'val_acc': [0.3001893939393939, 0.8996212121212122]}, {'train_loss': [0.6515428247367776, 0.27459196456326734], 'train_acc': [0.7745355305972499, 0.9050881217099398], 'val_loss': [1.3660487911917947, 0.33853913617856574], 'val_acc': [0.35511363636363635, 0.884469696969697]}]}",resnet50_16
4,"{'train_loss': [0.3060163188789049, 0.2460404027614658, 0.22849211794551771, 0.21955358696438923, 0.22449278373044743, 0.23372482770223463, 0.24775907782089412, 0.27459196456326734], 'train_acc': [0.8955389768086766, 0.9099214070413525, 0.9190540529686699, 0.9246160985739139, 0.9246142696494986, 0.9194706511011684, 0.9131721879783058, 0.9050881217099398], 'val_loss': 0.33853913617856574, 'val_acc': [0.9450757575757576, 0.9109848484848485, 0.8825757575757576, 0.9318181818181818, 0.9176136363636364, 0.9005681818181818, 0.8996212121212122, 0.884469696969697], 'batch': [4, 8, 12, 16, 20, 24, 28, 32], 'test_acc': [0.8965223965223965, 0.9166509166509167, 0.914004914004914, 0.9139104139104139, 0.9161784161784162, 0.9183519183519183, 0.9139104139104139, 0.9088074088074088], 'test_loss': 0.0, 'hist': [{'train_loss': [0.5343106553446436, 0.3060163188789049], 'train_acc': [0.7998320562611525, 0.8955389768086766], 'val_loss': [1.3857634004318353, 0.46803278187153, 0.42859890284757035, 0.44600745250198576, 0.35820569309507255, 0.2614905613406501, 0.22982871134070482, 0.2383297051647838, 0.24986669958853805, 0.18329811235809731, 0.21425916505507578, 0.20297051790577808], 'val_acc': [0.2859848484848485, 0.8276515151515151, 0.8304924242424242, 0.8238636363636364, 0.8702651515151515, 0.9176136363636364, 0.915719696969697, 0.9270833333333334, 0.8977272727272727, 0.9375, 0.9185606060606061, 0.9450757575757576]}, {'train_loss': [0.47533214324107825, 0.2460404027614658], 'train_acc': [0.821244882964207, 0.9099214070413525], 'val_loss': [1.3730158236893741, 0.4037451765169043, 0.25900388703952787, 0.3413617074503704, 0.196071526070249, 0.27048326994558525], 'val_acc': [0.3096590909090909, 0.8295454545454546, 0.90625, 0.8892045454545454, 0.9375, 0.9109848484848485]}, {'train_loss': [0.4696597098361147, 0.22849211794551771], 'train_acc': [0.8279626325181064, 0.9190540529686699], 'val_loss': [1.3760860440405933, 0.35860743613775115, 0.35604076993397693, 0.3698595996112909], 'val_acc': [0.3428030303030303, 0.8835227272727273, 0.8901515151515151, 0.8825757575757576]}, {'train_loss': [0.5003985526515233, 0.21955358696438923], 'train_acc': [0.8175711136769183, 0.9246160985739139], 'val_loss': [1.4597847353328357, 0.3803782419663323, 0.2703630657810153, 0.2168967477101542], 'val_acc': [0.24526515151515152, 0.8626893939393939, 0.9166666666666666, 0.9318181818181818]}, {'train_loss': [0.5548319969818277, 0.22449278373044743], 'train_acc': [0.8001469507714916, 0.9246142696494986], 'val_loss': [1.424318936635863, 0.39700988210915417, 0.3678646394104328, 0.2248127171753161], 'val_acc': [0.16193181818181818, 0.8636363636363636, 0.8541666666666666, 0.9176136363636364]}, {'train_loss': [0.5800339624623507, 0.23372482770223463], 'train_acc': [0.7968930408313215, 0.9194706511011684], 'val_loss': [1.4499392428181388, 0.3043949021534486], 'val_acc': [0.2585227272727273, 0.9005681818181818]}, {'train_loss': [0.6083302292044211, 0.24775907782089412], 'train_acc': [0.7914348693187782, 0.9131721879783058], 'val_loss': [1.3747000004115857, 0.29572371589510066], 'val_acc': [0.3001893939393939, 0.8996212121212122]}, {'train_loss': [0.6515428247367776, 0.27459196456326734], 'train_acc': [0.7745355305972499, 0.9050881217099398], 'val_loss': [1.3660487911917947, 0.33853913617856574], 'val_acc': [0.35511363636363635, 0.884469696969697]}]}",resnet50_20
5,"{'train_loss': [0.3060163188789049, 0.2460404027614658, 0.22849211794551771, 0.21955358696438923, 0.22449278373044743, 0.23372482770223463, 0.24775907782089412, 0.27459196456326734], 'train_acc': [0.8955389768086766, 0.9099214070413525, 0.9190540529686699, 0.9246160985739139, 0.9246142696494986, 0.9194706511011684, 0.9131721879783058, 0.9050881217099398], 'val_loss': 0.33853913617856574, 'val_acc': [0.9450757575757576, 0.9109848484848485, 0.8825757575757576, 0.9318181818181818, 0.9176136363636364, 0.9005681818181818, 0.8996212121212122, 0.884469696969697], 'batch': [4, 8, 12, 16, 20, 24, 28, 32], 'test_acc': [0.8965223965223965, 0.9166509166509167, 0.914004914004914, 0.9139104139104139, 0.9161784161784162, 0.9183519183519183, 0.9139104139104139, 0.9088074088074088], 'test_loss': 0.0, 'hist': [{'train_loss': [0.5343106553446436, 0.3060163188789049], 'train_acc': [0.7998320562611525, 0.8955389768086766], 'val_loss': [1.3857634004318353, 0.46803278187153, 0.42859890284757035, 0.44600745250198576, 0.35820569309507255, 0.2614905613406501, 0.22982871134070482, 0.2383297051647838, 0.24986669958853805, 0.18329811235809731, 0.21425916505507578, 0.20297051790577808], 'val_acc': [0.2859848484848485, 0.8276515151515151, 0.8304924242424242, 0.8238636363636364, 0.8702651515151515, 0.9176136363636364, 0.915719696969697, 0.9270833333333334, 0.8977272727272727, 0.9375, 0.9185606060606061, 0.9450757575757576]}, {'train_loss': [0.47533214324107825, 0.2460404027614658], 'train_acc': [0.821244882964207, 0.9099214070413525], 'val_loss': [1.3730158236893741, 0.4037451765169043, 0.25900388703952787, 0.3413617074503704, 0.196071526070249, 0.27048326994558525], 'val_acc': [0.3096590909090909, 0.8295454545454546, 0.90625, 0.8892045454545454, 0.9375, 0.9109848484848485]}, {'train_loss': [0.4696597098361147, 0.22849211794551771], 'train_acc': [0.8279626325181064, 0.9190540529686699], 'val_loss': [1.3760860440405933, 0.35860743613775115, 0.35604076993397693, 0.3698595996112909], 'val_acc': [0.3428030303030303, 0.8835227272727273, 0.8901515151515151, 0.8825757575757576]}, {'train_loss': [0.5003985526515233, 0.21955358696438923], 'train_acc': [0.8175711136769183, 0.9246160985739139], 'val_loss': [1.4597847353328357, 0.3803782419663323, 0.2703630657810153, 0.2168967477101542], 'val_acc': [0.24526515151515152, 0.8626893939393939, 0.9166666666666666, 0.9318181818181818]}, {'train_loss': [0.5548319969818277, 0.22449278373044743], 'train_acc': [0.8001469507714916, 0.9246142696494986], 'val_loss': [1.424318936635863, 0.39700988210915417, 0.3678646394104328, 0.2248127171753161], 'val_acc': [0.16193181818181818, 0.8636363636363636, 0.8541666666666666, 0.9176136363636364]}, {'train_loss': [0.5800339624623507, 0.23372482770223463], 'train_acc': [0.7968930408313215, 0.9194706511011684], 'val_loss': [1.4499392428181388, 0.3043949021534486], 'val_acc': [0.2585227272727273, 0.9005681818181818]}, {'train_loss': [0.6083302292044211, 0.24775907782089412], 'train_acc': [0.7914348693187782, 0.9131721879783058], 'val_loss': [1.3747000004115857, 0.29572371589510066], 'val_acc': [0.3001893939393939, 0.8996212121212122]}, {'train_loss': [0.6515428247367776, 0.27459196456326734], 'train_acc': [0.7745355305972499, 0.9050881217099398], 'val_loss': [1.3660487911917947, 0.33853913617856574], 'val_acc': [0.35511363636363635, 0.884469696969697]}]}",resnet50_24
6,"{'train_loss': [0.3060163188789049, 0.2460404027614658, 0.22849211794551771, 0.21955358696438923, 0.22449278373044743, 0.23372482770223463, 0.24775907782089412, 0.27459196456326734], 'train_acc': [0.8955389768086766, 0.9099214070413525, 0.9190540529686699, 0.9246160985739139, 0.9246142696494986, 0.9194706511011684, 0.9131721879783058, 0.9050881217099398], 'val_loss': 0.33853913617856574, 'val_acc': [0.9450757575757576, 0.9109848484848485, 0.8825757575757576, 0.9318181818181818, 0.9176136363636364, 0.9005681818181818, 0.8996212121212122, 0.884469696969697], 'batch': [4, 8, 12, 16, 20, 24, 28, 32], 'test_acc': [0.8965223965223965, 0.9166509166509167, 0.914004914004914, 0.9139104139104139, 0.9161784161784162, 0.9183519183519183, 0.9139104139104139, 0.9088074088074088], 'test_loss': 0.0, 'hist': [{'train_loss': [0.5343106553446436, 0.3060163188789049], 'train_acc': [0.7998320562611525, 0.8955389768086766], 'val_loss': [1.3857634004318353, 0.46803278187153, 0.42859890284757035, 0.44600745250198576, 0.35820569309507255, 0.2614905613406501, 0.22982871134070482, 0.2383297051647838, 0.24986669958853805, 0.18329811235809731, 0.21425916505507578, 0.20297051790577808], 'val_acc': [0.2859848484848485, 0.8276515151515151, 0.8304924242424242, 0.8238636363636364, 0.8702651515151515, 0.9176136363636364, 0.915719696969697, 0.9270833333333334, 0.8977272727272727, 0.9375, 0.9185606060606061, 0.9450757575757576]}, {'train_loss': [0.47533214324107825, 0.2460404027614658], 'train_acc': [0.821244882964207, 0.9099214070413525], 'val_loss': [1.3730158236893741, 0.4037451765169043, 0.25900388703952787, 0.3413617074503704, 0.196071526070249, 0.27048326994558525], 'val_acc': [0.3096590909090909, 0.8295454545454546, 0.90625, 0.8892045454545454, 0.9375, 0.9109848484848485]}, {'train_loss': [0.4696597098361147, 0.22849211794551771], 'train_acc': [0.8279626325181064, 0.9190540529686699], 'val_loss': [1.3760860440405933, 0.35860743613775115, 0.35604076993397693, 0.3698595996112909], 'val_acc': [0.3428030303030303, 0.8835227272727273, 0.8901515151515151, 0.8825757575757576]}, {'train_loss': [0.5003985526515233, 0.21955358696438923], 'train_acc': [0.8175711136769183, 0.9246160985739139], 'val_loss': [1.4597847353328357, 0.3803782419663323, 0.2703630657810153, 0.2168967477101542], 'val_acc': [0.24526515151515152, 0.8626893939393939, 0.9166666666666666, 0.9318181818181818]}, {'train_loss': [0.5548319969818277, 0.22449278373044743], 'train_acc': [0.8001469507714916, 0.9246142696494986], 'val_loss': [1.424318936635863, 0.39700988210915417, 0.3678646394104328, 0.2248127171753161], 'val_acc': [0.16193181818181818, 0.8636363636363636, 0.8541666666666666, 0.9176136363636364]}, {'train_loss': [0.5800339624623507, 0.23372482770223463], 'train_acc': [0.7968930408313215, 0.9194706511011684], 'val_loss': [1.4499392428181388, 0.3043949021534486], 'val_acc': [0.2585227272727273, 0.9005681818181818]}, {'train_loss': [0.6083302292044211, 0.24775907782089412], 'train_acc': [0.7914348693187782, 0.9131721879783058], 'val_loss': [1.3747000004115857, 0.29572371589510066], 'val_acc': [0.3001893939393939, 0.8996212121212122]}, {'train_loss': [0.6515428247367776, 0.27459196456326734], 'train_acc': [0.7745355305972499, 0.9050881217099398], 'val_loss': [1.3660487911917947, 0.33853913617856574], 'val_acc': [0.35511363636363635, 0.884469696969697]}]}",resnet50_28
7,"{'train_loss': [0.3060163188789049, 0.2460404027614658, 0.22849211794551771, 0.21955358696438923, 0.22449278373044743, 0.23372482770223463, 0.24775907782089412, 0.27459196456326734], 'train_acc': [0.8955389768086766, 0.9099214070413525, 0.9190540529686699, 0.9246160985739139, 0.9246142696494986, 0.9194706511011684, 0.9131721879783058, 0.9050881217099398], 'val_loss': 0.33853913617856574, 'val_acc': [0.9450757575757576, 0.9109848484848485, 0.8825757575757576, 0.9318181818181818, 0.9176136363636364, 0.9005681818181818, 0.8996212121212122, 0.884469696969697], 'batch': [4, 8, 12, 16, 20, 24, 28, 32], 'test_acc': [0.8965223965223965, 0.9166509166509167, 0.914004914004914, 0.9139104139104139, 0.9161784161784162, 0.9183519183519183, 0.9139104139104139, 0.9088074088074088], 'test_loss': 0.0, 'hist': [{'train_loss': [0.5343106553446436, 0.3060163188789049], 'train_acc': [0.7998320562611525, 0.8955389768086766], 'val_loss': [1.3857634004318353, 0.46803278187153, 0.42859890284757035, 0.44600745250198576, 0.35820569309507255, 0.2614905613406501, 0.22982871134070482, 0.2383297051647838, 0.24986669958853805, 0.18329811235809731, 0.21425916505507578, 0.20297051790577808], 'val_acc': [0.2859848484848485, 0.8276515151515151, 0.8304924242424242, 0.8238636363636364, 0.8702651515151515, 0.9176136363636364, 0.915719696969697, 0.9270833333333334, 0.8977272727272727, 0.9375, 0.9185606060606061, 0.9450757575757576]}, {'train_loss': [0.47533214324107825, 0.2460404027614658], 'train_acc': [0.821244882964207, 0.9099214070413525], 'val_loss': [1.3730158236893741, 0.4037451765169043, 0.25900388703952787, 0.3413617074503704, 0.196071526070249, 0.27048326994558525], 'val_acc': [0.3096590909090909, 0.8295454545454546, 0.90625, 0.8892045454545454, 0.9375, 0.9109848484848485]}, {'train_loss': [0.4696597098361147, 0.22849211794551771], 'train_acc': [0.8279626325181064, 0.9190540529686699], 'val_loss': [1.3760860440405933, 0.35860743613775115, 0.35604076993397693, 0.3698595996112909], 'val_acc': [0.3428030303030303, 0.8835227272727273, 0.8901515151515151, 0.8825757575757576]}, {'train_loss': [0.5003985526515233, 0.21955358696438923], 'train_acc': [0.8175711136769183, 0.9246160985739139], 'val_loss': [1.4597847353328357, 0.3803782419663323, 0.2703630657810153, 0.2168967477101542], 'val_acc': [0.24526515151515152, 0.8626893939393939, 0.9166666666666666, 0.9318181818181818]}, {'train_loss': [0.5548319969818277, 0.22449278373044743], 'train_acc': [0.8001469507714916, 0.9246142696494986], 'val_loss': [1.424318936635863, 0.39700988210915417, 0.3678646394104328, 0.2248127171753161], 'val_acc': [0.16193181818181818, 0.8636363636363636, 0.8541666666666666, 0.9176136363636364]}, {'train_loss': [0.5800339624623507, 0.23372482770223463], 'train_acc': [0.7968930408313215, 0.9194706511011684], 'val_loss': [1.4499392428181388, 0.3043949021534486], 'val_acc': [0.2585227272727273, 0.9005681818181818]}, {'train_loss': [0.6083302292044211, 0.24775907782089412], 'train_acc': [0.7914348693187782, 0.9131721879783058], 'val_loss': [1.3747000004115857, 0.29572371589510066], 'val_acc': [0.3001893939393939, 0.8996212121212122]}, {'train_loss': [0.6515428247367776, 0.27459196456326734], 'train_acc': [0.7745355305972499, 0.9050881217099398], 'val_loss': [1.3660487911917947, 0.33853913617856574], 'val_acc': [0.35511363636363635, 0.884469696969697]}]}",resnet50_32
