EGS4023 2014 data
cdl : cloud cover
Pet : Potential evapotranspitation
Pre : Precipitation
Tmn : Minimum Temperature
Tmp :Mean Temperature
Tmx : Maximum Temperature
Vap : Vapour Pressure
Wet :wet day frequency
spei : standardized precipitation-evapotranspiration index
MEI : Multivariate ENSO Index
NINO34: East Central Tropical Pacific Sea Surface Temperature (SST)
QBO : Quasi-Biennial Oscillation
SOI:Southern Oscillation Index 
AO : Artic Oscillation
ONI : Oceanic Nino Index 
WP : Western Pacific Index

data obtained from:
http://www.esrl.noaa.gov/psd/data/climateindices/list/


Year	Month	Cld	Pet	Pre	Tmn	Tmp	Tmx	Vap	Wet	spei01	MEI	NINO34	QBO	SOI	AO	ONI	WP
1960	1	49.84	5.12	41.84	17.65	24.75	31.9	19.68	6.39	-1.19	-0.31	26.25	4.79	0.2	-2.48	-0.15	-0.03
1960	2	56.89	4.31	81.64	18.42	24.26	30.14	21.04	8.08	-0.05	-0.26	26.27	3.39	0.2	-2.21	-0.36	0.54
1960	3	44.22	4.24	49	16.91	23.67	30.47	19.3	7.17	-0.4	-0.08	26.97	-0.04	1.7	-1.62	-0.18	-1.48
1960	4	46.3	3.25	46.74	13.67	20.6	27.58	16.52	4.45	0.99	0.02	27.51	-1.08	1.3	-0.3	-0.06	-0.21
1960	5	29.88	2.83	6.19	8.77	17.19	25.66	12.18	2.27	-0.14	-0.32	27.62	-3.91	0.9	-0.86	0	-0.1
1960	6	42.45	2.16	13.44	7.5	15.2	22.96	12.12	2.35	1.42	-0.24	27.24	-8.98	0.2	0.06	-0.14	0.45
1960	7	27.83	2.57	4.57	5.01	13.89	22.81	9.34	3.12	0.23	-0.36	27.07	-13.86	0.8	-0.62	0.08	0.02
1960	8	31.76	3.52	6.02	9.55	18.36	27.21	12.3	0.48	-0.11	-0.25	26.85	-16.04	1.3	-1.01	0.32	0.6
1960	9	40.25	4.35	6.36	12.68	20.51	28.39	13.45	2.56	0.35	-0.47	26.6	-16.01	1.1	-0.38	0.26	0.4
1960	10	45.13	5.28	18.33	16.61	24.05	31.54	16.69	4.36	-0.76	-0.36	26.35	-15.62	0.2	-1.19	0.08	0.84
1960	11	66.37	4.27	110.91	17.3	23.15	29.05	19.19	8.36	1.28	-0.34	26.34	-14.42	0.9	-0.55	0.08	-0.51
1960	12	62.39	4.69	124.14	18.53	24.69	30.91	20.41	12.12	0.72	-0.43	26.41	-11.36	1.3	-0.34	0.11	0.08
1961	1	54.45	4.75	60.98	17.82	24.17	30.58	20.24	7.83	-0.6	-0.15	26.38	-5.47	-0.4	-1.51	0.01	-0.61
1961	2	55.94	4.24	130.22	17.98	23.78	29.63	20.92	10.4	0.85	-0.27	26.61	-0.62	1.5	0.62	0.01	-1.26
1961	3	56.46	3.67	60.66	17.82	23.36	28.94	21.28	6.7	0.22	-0.08	27	0.54	-3	0.34	-0.1	-0.16
1961	4	44.06	3.3	49.97	14.86	21.58	28.35	18.31	6.19	0.98	0.02	27.5	2.82	1.3	-0.24	0.01	0.37
1961	5	31.07	2.93	10.36	11.03	19.3	27.62	14.6	2.02	-0.2	-0.28	27.85	6.88	0.5	0.16	0.3	1.44
1961	6	49.04	2.15	29.92	8.34	15.62	22.95	12.22	5.58	2.08	-0.07	27.86	7.96	0.2	0.84	0.54	1.47
1961	7	45.95	2.28	3.42	7.98	15.38	22.84	11.95	0.41	1.46	-0.15	27.16	6.69	0.4	-0.11	0.21	2.13
1961	8	40.94	3.02	7.93	8.09	15.93	23.81	11.19	2.32	1.65	-0.23	26.43	5.6	0.2	0.01	-0.09	0.88
1961	9	37.2	4.52	8.62	12.91	21.09	29.33	13.8	3.02	0.07	-0.26	25.97	6.02	0.1	0.82	-0.38	1.09
1961	10	36.49	5.43	16.81	15.01	22.96	30.96	15.18	4.14	-1.06	-0.52	25.94	7.59	-0.5	0.2	-0.34	0.69
1961	11	58.85	4.71	59.12	16.64	23.06	29.53	17.4	7.84	-0.08	-0.44	26.2	8.74	0.9	-0.01	-0.04	0.14
1961	12	58.06	4.73	57.95	17.56	23.76	30.01	19.19	8.81	-0.48	-0.64	26.2	6.25	2.5	-1.67	-0.07	-2.92
1962	1	58.02	4.68	98.77	18.78	24.7	30.66	20.77	9.5	0.03	-1.09	26.12	2.84	3.3	1.64	-0.24	-1.92
1962	2	49.3	4.67	45.1	18.89	25.3	31.76	22.47	6.41	-0.88	-0.99	26.28	3.68	-0.5	-0.36	-0.31	-0.13
1962	3	45.21	4.19	48.48	17.04	23.72	30.45	19.69	5.76	-0.38	-0.72	26.8	5.26	0.2	-2.85	-0.29	-0.3
1962	4	44.78	3.28	54.43	14.23	21.11	28.05	17.52	5.02	1.18	-1.02	27.22	2.04	0.3	1.17	-0.27	-1.18
1962	5	35.5	2.6	2.52	8.87	16.6	24.38	12.53	1.06	0.2	-0.92	27.23	-3.64	1.8	0.07	-0.32	0.24
1962	6	7.52	2.74	1.9	6.39	16.1	25.87	11.49	0.11	-999	-0.85	27.18	-11.42	1.2	0.29	-0.12	2
1962	7	23.92	2.5	0.44	6.02	14.73	23.48	11.27	0.17	0.12	-0.72	26.93	-15.49	0.1	-0.93	0	1.13
1962	8	23.13	3.46	4.44	8.58	17.5	26.47	12.27	2.18	-0.11	-0.55	26.52	-15	1	0.15	0.01	1.6
1962	9	20.65	5.01	1.49	12.38	21.35	30.38	13.18	0.5	-999	-0.55	26.07	-15.19	0.7	-0.06	-0.27	0.41
1962	10	42.19	5.51	11.08	17.09	24.72	32.4	16.89	3.08	-1.44	-0.66	26.06	-15.33	1.6	-0.02	-0.22	0.62
1962	11	61.6	4.69	125.41	18.29	24.25	30.25	19.17	10.94	1.33	-0.6	25.88	-15.4	0.5	-1.11	-0.36	0.16
1962	12	64.34	4.53	103.64	18.51	23.99	29.54	19.45	10.7	0.27	-0.48	25.75	-15.16	0.3	-0.71	-0.52	-0.68
1963	1	58.4	4.56	68.86	18	23.98	30.01	20.21	9.57	-0.33	-0.7	25.86	-17.35	1.7	-3.31	-0.5	-3.28
1963	2	53.3	4.33	62.75	17.9	23.74	29.63	20.54	6.82	-0.63	-0.84	26.39	-16.68	0.9	-1.72	-0.21	-2.32
1963	3	41.33	4.16	22.92	15.62	22.48	29.39	18.3	5.68	-1.06	-0.7	27.31	-19.93	1.9	0.72	0.21	-0.93
1963	4	43.79	3.19	53.79	13.41	20.04	26.72	16.33	6.23	1.3	-0.82	27.87	-21.52	1.3	-0.35	0.37	0.96
1963	5	31.46	2.6	4.01	8.17	16.18	24.24	12.47	2.12	0.34	-0.47	27.71	-24.18	0.6	0.77	0.16	2.03
1963	6	40.6	2.26	21.94	6.58	14.37	22.21	10.35	4.85	1.71	-0.03	27.69	-20.08	-0.8	-0.58	0.38	2.72
1963	7	25.99	2.47	6.51	5.71	14.21	22.76	10.7	3.51	0.69	0.46	27.91	-9.27	-0.2	-0.3	0.97	1.99
1963	8	21.65	3.51	1.25	7.35	16.47	25.65	10.53	0.21	-0.64	0.63	27.63	-1.35	0	-0.62	1.13	0.96
1963	9	27.28	4.77	0.56	12.46	21.05	29.68	13.39	0.38	-1.13	0.76	27.47	3.52	-1	0.08	1.11	-0.12
1963	10	49.9	4.96	40.31	16.6	23.46	30.38	16.73	5.75	0.29	0.83	27.56	7.54	-2	1.07	1.28	1.47
1963	11	58.06	4.91	29.55	18.05	24.51	31.02	18.98	5.81	-1.04	0.86	27.61	8.87	-1.4	-0.42	1.36	-1.45
1963	12	54.78	4.97	89.65	18.26	24.57	30.92	19.73	8.9	-0.11	0.75	27.71	5.48	-2	-1.18	1.43	0.02
1964	1	55.51	4.9	77.91	19.03	25.15	31.32	20.49	10.71	-0.33	0.86	27.43	3.94	-0.6	0.38	1.05	-0.16
1964	2	54	4.5	63.8	19.05	25.28	31.54	22.51	8.67	-0.45	0.45	27.27	5.26	0.1	-0.57	0.67	0.01
1964	3	43.57	4.5	20.14	18.62	25.55	32.53	21.28	4.65	-1.51	-0.29	27.1	5.46	1.9	-0.56	0.01	-0.29
1964	4	40.74	3.51	10.68	14.33	21.42	28.55	16.24	2.55	-0.87	-0.62	27.06	5.94	1.8	0.66	-0.44	1.99
1964	5	33.48	2.67	2.26	9.63	17.44	25.3	13.45	1.43	-0.06	-1.27	26.94	6.32	0.4	1.17	-0.61	0.19
1964	6	17.2	2.39	0.19	4.57	13.56	22.6	10.02	0.39	-0.33	-1.09	26.66	2.23	1.2	0.14	-0.64	-0.88
1964	7	28.19	2.37	0.34	4.6	13.02	21.49	9.7	0.48	0.83	-1.4	26.42	-0.56	0.9	0.73	-0.51	1.86
1964	8	32.92	3.18	3.94	8.18	16.35	24.56	11.42	0.67	0.95	-1.5	25.74	-0.57	2.5	-1.21	-0.76	1.23
1964	9	33.68	4.63	0.26	12.4	20.63	28.92	12.58	0.27	-0.75	-1.29	25.49	-0.67	2.1	-0.23	-0.86	0.46
1964	10	54.02	4.75	61.04	16.5	23.06	29.67	16.69	6.76	0.99	-1.21	25.53	0.42	2.2	0.34	-0.74	1.41
1964	11	53.11	5.11	61.95	17.44	24.07	30.75	17.53	7.08	-0.29	-1.19	25.4	0.71	0.3	-0.34	-0.84	-0.79
1964	12	66.22	4.28	125.69	17.82	23.17	28.57	19.27	12.3	0.77	-0.9	25.42	0.04	-0.5	-0.25	-0.86	-0.43
1965	1	57.87	4.68	60.81	18.52	24.53	30.59	20.43	6.39	-0.51	-0.52	25.78	-1.03	-0.7	-1.05	-0.58	-1
1965	2	46.85	4.97	32.42	18.92	25.82	32.77	21.6	6.4	-1.3	-0.32	26.37	-2.26	0.7	-2.08	-0.23	-1.04
1965	3	44.98	4.3	8.35	17.07	23.96	30.91	19.28	3.49	-1.65	-0.25	27.12	-1.98	1.2	-0.9	0.03	-1.17
1965	4	40.2	3.41	11.69	13.79	20.81	27.88	16.23	2.75	-0.6	0.1	27.62	-3.44	-0.9	0.57	0.12	0.49
1965	5	28.45	2.86	2.43	9.34	17.59	25.89	12.53	1	-0.66	0.54	28.07	-7.1	0.3	-0.15	0.52	1.18
1965	6	27.08	2.3	1.38	5.35	13.65	21.99	10	0.67	0.16	0.96	28.19	-12.01	-0.9	0.04	0.89	1.19
1965	7	23.67	2.65	0.29	6.34	15.02	23.75	10.32	0.39	-0.72	1.4	28.02	-16	-3	-0.51	1.09	2.64
1965	8	29.04	3.47	1.75	9.59	18.12	26.7	12.43	0.32	-0.34	1.48	28.07	-18.19	-1.1	-0.26	1.57	1.62
1965	9	38.68	4.26	20.08	12.04	19.8	27.61	13.1	3.83	1.12	1.4	28.03	-20.03	-2.2	-0.7	1.68	-1.29
1965	10	41.11	5	12.25	13.7	21.35	29.06	14.47	3.67	-0.6	1.22	28.26	-20.13	-1.5	0.39	1.97	1.57
1965	11	64.27	4.57	61.95	17.88	23.72	29.61	18.26	8.07	0.12	1.37	28.29	-19.74	-2.4	-1.34	2.04	1.56
1965	12	51.78	5.36	44.36	19.03	26.1	33.21	21.04	7.71	-1.43	1.26	28.07	-21.27	0.3	0.16	1.79	0.38
1966	1	55.9	5	101	20.24	26.57	32.95	22.86	11.7	-0.01	1.31	27.75	-21.9	-2.2	-3.23	1.29	0.42
1966	2	66.98	3.83	130.73	19.14	24.1	29.11	22.3	9.08	0.9	1.19	27.66	-17.14	-0.4	-1.44	0.99	0.73
1966	3	46.94	4.05	17.42	16.24	22.8	29.41	18.63	5.01	-1.14	0.7	28.22	-11.07	-1.5	-0.91	1.07	-0.76
1966	4	44.43	3.23	6.94	13.64	20.4	27.21	16.48	2.93	-0.54	0.56	28.24	-2.33	-0.3	-1.84	0.74	0.08
1966	5	23.19	2.93	11.73	8.94	17.58	26.26	12.54	2.85	-0.13	-0.13	27.67	2.16	-0.7	1.12	0.06	0.51
1966	6	46	2.21	9.97	8.3	15.71	23.17	12	2.26	1.22	-0.12	27.77	5.42	0.5	0.41	0.35	-1.03
1966	7	22.33	2.64	0.11	6.75	15.47	24.23	11.13	0.31	-0.77	-0.15	27.42	7.47	0.1	0.01	0.37	2.82
1966	8	27.4	3.38	4.59	8.51	17.2	25.95	11.94	0.54	0.3	0.17	26.65	7.63	1.1	-0.94	0.03	-0.34
1966	9	45.13	4.05	13.29	12.36	19.78	27.25	13.67	3.02	1.14	-0.09	26.49	9.23	-0.4	0.01	-0.04	0.55
1966	10	46.2	5.03	22.52	14.88	22.23	29.62	14.79	3.95	-0.27	-0.01	26.4	11	-0.2	-1.08	-0.09	-0.96
1966	11	54.49	5.02	55.87	18.09	24.61	31.18	19.14	7.18	-0.41	0.03	26.42	11.74	0	0.11	-0.08	0.95
1966	12	63.76	4.53	101.31	19.19	24.74	30.33	21.27	9.96	0.35	-0.18	26.21	13.26	-0.6	-1.4	-0.25	-1.34
1967	1	64.52	4.48	152.48	19.41	24.88	30.39	20.98	10.29	0.94	-0.47	26.18	11.03	2.8	-0.58	-0.29	0.86
1967	2	64.27	3.97	138.33	18.01	23.3	28.64	19.97	9.88	1.04	-0.94	26.35	10.49	2.8	1.18	-0.31	0
1967	3	52.76	3.8	45.55	16.69	22.69	28.74	19.38	5.53	-0.21	-1.08	26.67	10.94	2	1.97	-0.47	0.02
1967	4	56.87	2.97	62.28	15.02	21.1	27.22	18.23	5.71	1.54	-1.07	26.91	10.13	-0.1	1.7	-0.58	1.51
1967	5	39.57	2.55	3.35	10.27	17.74	25.27	14.53	1.79	0.4	-0.48	27.49	5.79	0	0.13	-0.11	-1.38
1967	6	29.85	2.25	2.94	6.73	14.93	23.16	12.04	2.49	0.58	-0.36	27.62	-0.58	1.1	0.65	0.2	-0.4
1967	7	33.14	2.31	6.36	5.21	13.36	21.56	10.25	3.12	1.47	-0.64	27.17	-5.65	0.3	0.26	0.12	0.31
1967	8	36.87	3.03	6.38	8.06	16.02	24.05	11.75	3.5	1.53	-0.43	26.62	-6.76	1.2	-0.29	-0.02	0.15
1967	9	33.76	4.5	1.44	11.87	19.96	28.09	12.31	0.54	-0.28	-0.63	26.1	-6.06	0.8	0.13	-0.43	0.01
1967	10	52.72	4.8	22.71	16.18	23.01	29.9	16.64	4.77	0.05	-0.68	26.19	-4.82	0.1	1.3	-0.31	-0.8
1967	11	55.36	4.94	46.43	17.45	23.99	30.59	18.35	7.27	-0.6	-0.42	26.26	-6.05	-0.7	0.33	-0.24	-0.59
1967	12	55.14	5	41.29	17.94	24.55	31.2	19.52	7.18	-1.22	-0.37	26.1	-7.27	-0.9	-0.35	-0.36	-0.56
1968	1	49.93	5.35	30	19.55	26.53	33.55	21.61	5.34	-1.64	-0.59	25.78	-8.38	0.9	-0.41	-0.68	-2.08
1968	2	52.3	4.64	70.77	18.74	24.88	31.08	20.52	7.28	-0.38	-0.7	25.79	-10.21	2.1	-2.15	-0.87	-3.18
1968	3	56.28	3.82	37.71	17.07	23.07	29.12	19.28	6.43	-0.39	-0.61	26.38	-9.11	0.2	1.74	-0.76	-0.04
1968	4	47.97	3.15	51.92	13.52	20.12	26.77	16.24	6.09	1.28	-0.97	27.09	-12.25	0	0.33	-0.41	-0.91
1968	5	42.04	2.55	24.58	10.42	17.76	25.14	14.21	2.73	1.53	-1.09	27.15	-14.39	2.1	-0.24	-0.45	-0.93
1968	6	29.75	2.14	7.69	4.34	12.54	20.79	9.88	2.5	1.15	-0.72	27.69	-19.27	1.8	0.42	0.27	-1.19
1968	7	25.88	2.64	1.31	7.09	15.68	24.33	11.22	0.35	-0.58	-0.55	27.61	-21	1.1	-0.84	0.56	1.18
1968	8	33.89	3.37	2.14	9.69	18	26.37	12.44	2.07	0.01	-0.12	27.12	-21.82	0.4	-0.67	0.49	0.64
1968	9	34.46	4.52	0.24	12.07	20.23	28.44	12.67	0.43	-0.43	0.23	26.9	-17.45	-0.4	-1.01	0.37	-0.72
1968	10	42.21	5.32	13.12	15.95	23.64	31.38	16.26	4.53	-1.06	0.42	26.99	-14.58	-0.1	-1.01	0.49	0.97
1968	11	62.54	4.34	89.78	16.16	22.05	27.98	17.29	7.53	0.91	0.6	27.38	-13.11	-0.6	-2.18	0.88	-0.97
1968	12	62.09	4.63	109.68	18.93	24.84	30.8	21.27	9.5	0.41	0.36	27.42	-11.36	0.3	-0.78	0.97	0.64
1969	1	53.91	5.05	57.52	19.63	26.18	32.79	22.35	7.56	-0.87	0.69	27.55	-8.58	-2.4	-2.97	1.09	-0.71
1969	2	54.56	4.73	49.07	20.37	26.56	32.8	23.11	7.35	-0.78	0.87	27.95	-4.43	-0.9	-3.11	1.29	0.61
1969	3	63.81	3.43	177.58	18.02	23.17	28.38	21.28	11.06	1.78	0.44	28.02	-1.5	0.7	-1.58	0.88	0.56
1969	4	46.78	3.18	25.75	14.8	21.21	27.68	18.19	4.26	0.4	0.62	28.39	3.98	-0.6	0.44	0.89	1.58
1969	5	35.12	2.63	7.69	9.64	17.3	25.02	13.55	2.67	0.54	0.71	28.5	8.18	-0.4	-0.72	0.89	1.65
1969	6	31.41	2.42	1.05	7.58	15.9	24.28	11.88	0.46	-0.33	0.8	27.99	9.35	0.3	-0.35	0.58	1.37
1969	7	27.18	2.51	2.82	6.71	15.14	23.62	11.42	0.38	0.41	0.42	27.3	9.08	-0.8	0.41	0.26	-0.61
1969	8	35.19	3.18	0.43	9.25	17.25	25.29	12.52	0.42	0.71	0.14	27.16	9.78	-0.2	-0.78	0.54	-2.18
1969	9	35.74	4.49	27.82	11.96	20.06	28.22	12.34	3.18	1.11	0.16	27.34	9.74	-1.6	-0.08	0.82	0.25
1969	10	60.73	4.41	82.95	16.47	22.58	28.74	16.95	7.94	1.83	0.51	27.5	9.75	-1.5	0.1	1.01	0.32
1969	11	51.42	5.01	67.97	17.26	24.06	30.91	18.97	6.94	-0.16	0.64	27.35	7.34	-0.1	0.33	0.86	-0.36
1969	12	64.78	4.33	103.2	17.64	23.22	28.84	19.44	9.81	0.54	0.38	27.3	5	0.7	-1.86	0.86	0.57
1970	1	51.61	5.2	13.38	19.6	26.41	33.26	22.2	4.72	-1.93	0.36	27.05	0.3	-1.9	-2.41	0.61	-2.17
1970	2	52.55	4.53	59.08	18.03	24.43	30.87	20.88	7.91	-0.45	0.41	27.02	-1.41	-1.7	-1.32	0.38	0.01
1970	3	39.93	4.42	23.51	16.8	23.95	31.15	19.28	4.64	-1.28	0.22	27.35	-4.63	1	-2.08	0.23	-0.29
1970	4	36.94	3.49	12.11	13.6	20.93	28.31	16.41	2.54	-0.72	-0.06	27.96	-7.25	-0.1	0.3	0.45	0.87
1970	5	23.61	3.01	3.05	9.98	18.73	27.53	13.92	1.33	-1.23	-0.13	27.77	-12.21	0.6	0.53	0.16	-0.15
1970	6	40.28	2.22	22.73	7.49	15.34	23.24	12	4.04	1.67	-0.74	27.14	-16.25	1.6	0.88	-0.29	-0.13
1970	7	24.63	2.6	3.69	7.22	15.73	24.29	11.68	3.33	-0.07	-1.16	26.48	-18.62	-0.6	0.14	-0.57	1
1970	8	25.3	3.58	0.55	9.72	18.43	27.19	12.37	0.56	-1.02	-1.05	25.86	-21.38	1	-0.26	-0.76	1.01
1970	9	29.18	4.81	3.44	13.53	21.89	30.31	14.22	2.33	-1.04	-1.25	25.86	-21.67	1.9	0.03	-0.66	-1.5
1970	10	44.9	4.9	25.98	15.21	22.54	29.93	16.67	4.57	0.01	-1.1	25.79	-22.12	1.7	0.1	-0.71	1.4
1970	11	54.68	5.05	65.79	18.27	24.79	31.36	19.17	8.82	-0.16	-1.09	25.83	-22.48	2.6	0.38	-0.67	0.5
1970	12	54.44	5.08	111.49	19.06	25.55	32.09	21.19	10.11	0.28	-1.25	25.47	-17.39	3.2	-0.4	-0.98	0.57
1971	1	63.95	4.31	146.33	18.63	23.92	29.27	20.54	11.33	1	-1.23	25.09	-10.67	0.6	-0.16	-1.42	-2.51
1971	2	56.04	4.24	32.8	17.72	23.58	29.49	20.54	6.22	-0.84	-1.52	25.4	-3.67	3.3	-0.92	-1.31	-1.65
1971	3	43.54	4.36	26.58	17.88	24.8	31.77	21.15	4.12	-1.17	-1.81	26.1	0.91	3.8	-1.09	-1.07	-0.15
1971	4	44.28	3.48	40.29	15.64	22.49	29.39	18.24	4.46	0.62	-1.9	26.78	3.75	2.8	-0.58	-0.76	-0.08
1971	5	35.31	2.59	17.3	9.48	17.16	24.89	13.7	1.87	1.16	-1.46	27.06	6.77	1.4	0.68	-0.59	0.76
1971	6	29.5	2.28	1.83	6.48	14.7	22.96	11.45	0.95	0.3	-1.51	26.7	8.28	0.7	-0.67	-0.77	1.64
1971	7	21.71	2.6	0.26	6.3	15.1	23.94	11.15	0.42	-0.46	-1.23	26.29	8.88	0.4	-0.58	-0.77	0.77
1971	8	18.98	3.67	0.04	8.07	17.3	26.58	10.77	0.09	-1.44	-1.24	25.99	8.34	2.5	0.82	-0.69	-0.87
1971	9	34.97	4.53	11.27	12.89	20.98	29.11	13.89	2.27	0.34	-1.46	25.94	8.95	2.3	0.15	-0.63	-0.48
1971	10	50.08	4.79	63.56	15.24	22.2	29.2	15.65	7.32	1.21	-1.42	25.65	8.48	2.8	1.19	-0.92	0.86
1971	11	62.58	4.43	113.71	16.37	22.35	28.39	17.19	10.26	1.29	-1.3	25.69	8.47	0.9	0.42	-0.87	0.31
1971	12	56.6	4.94	68.79	18.13	24.52	30.95	19.41	8.28	-0.54	-1	25.55	9.1	0.4	0.82	-0.97	0.45
1972	1	66.42	4.12	227.93	19.15	24.1	29.1	21.88	12.5	1.72	-0.59	25.84	8.2	0.8	0.17	-0.67	-0.05
1972	2	56.13	4.2	93.93	17.88	23.5	29.18	20.52	7.92	0.28	-0.41	26.42	7.95	1.8	-0.2	-0.28	-2.26
1972	3	60.92	3.41	94.44	17.26	22.58	27.96	21.06	7.69	0.97	-0.25	27.21	7.35	1.1	-0.14	0.04	-1.87
1972	4	46.02	3.18	17.29	14.41	21.06	27.77	18.14	4.02	-0.02	-0.21	27.93	6.22	-0.2	1.01	0.39	-0.01
1972	5	31.49	2.65	24.71	9.04	16.98	24.96	13.21	3.34	1.17	0.49	28.27	-2.59	-2.6	0.14	0.62	1.23
1972	6	20.3	2.39	0.5	5.18	13.88	22.62	10.07	0.49	-0.29	1.22	28.23	-10.7	-0.9	-0.05	0.77	2.06
1972	7	18.8	2.67	0.26	5.25	14.36	23.52	9.84	0.21	-0.92	1.91	28.18	-15.45	-2.4	-0.55	1.13	-0.32
1972	8	24.88	3.48	0.83	7.61	16.6	25.63	10.53	0.22	-0.58	1.83	28.1	-19.28	-0.8	-0.08	1.44	1.09
1972	9	25.03	4.83	4.9	11.94	20.68	29.47	12.61	1.33	-0.9	1.51	28.1	-20.4	-2.2	-0.92	1.54	-1.61
1972	10	50.21	4.85	42.84	16.06	22.99	29.96	16.69	5.4	0.54	1.62	28.46	-21.17	-1.5	0.39	1.89	0.51
1972	11	50.65	5.06	43.67	16.35	23.31	30.33	17.2	7.24	-0.77	1.72	28.69	-20.49	-0.6	-0.38	2.13	0.19
1972	12	46.36	5.72	42.01	19.66	26.95	34.29	21.39	6.79	-1.73	1.75	28.81	-16.78	-2.1	1.24	2.27	0.71
1973	1	51.28	5.32	65.28	20.15	27.01	33.92	22.5	7.91	-0.88	1.7	28.44	-4.4	-0.5	1.23	1.91	0.47
1973	2	55.33	4.5	38.11	18.77	24.86	31.01	21.15	6.67	-0.91	1.48	28	0.08	-2.3	0.79	1.28	1.12
1973	3	49.11	4.32	36.43	19.26	25.73	32.25	21.97	5.93	-0.81	0.84	27.71	3.4	1.2	0.54	0.54	0.56
1973	4	53.31	2.96	37.14	14.27	20.34	26.46	17.49	5.78	1.05	0.48	27.39	6.28	0.1	-1.13	-0.16	1.33
1973	5	32.94	2.77	3.94	10.36	18.38	26.44	14.26	1.6	-0.2	-0.12	27.13	8.12	0.7	0.07	-0.53	0.71
1973	6	44.37	2.18	5.02	8.14	15.5	22.91	12	0.56	0.85	-0.83	26.74	8.63	1.8	0.53	-0.73	-1.34
1973	7	27.16	2.55	3.92	6.61	14.94	23.32	10.7	0.37	0.26	-1.07	25.95	6.94	1	0.27	-1.11	0.42
1973	8	28.1	3.33	2.39	8.31	16.8	25.34	11.52	0.47	0.29	-1.38	25.46	5.86	2.1	0.31	-1.2	0.06
1973	9	33.35	4.64	53.88	12.94	21.24	29.59	13.81	4.53	1.49	-1.75	25.32	5.51	2	0.11	-1.24	0.06
1973	10	55.1	4.55	48.88	15.9	22.33	28.8	16.54	6.52	1.02	-1.69	25.03	5.2	1.3	0.34	-1.52	0.9
1973	11	61.27	4.59	62.1	16.94	22.94	28.99	17.32	9.03	0.07	-1.52	24.5	4.92	4.3	0	-2.05	0.29
1973	12	69.23	4.08	190.05	17.67	22.74	27.85	19.27	13.18	1.6	-1.88	24.43	2.31	3	-0.18	-2.08	0.43
1974	1	62.64	4.4	110.68	18.88	24.35	29.87	21.12	11.2	0.43	-1.94	24.52	-0.91	4	0.23	-1.99	-3.37
1974	2	64.75	3.81	109.91	18.73	23.79	28.9	22.43	8.71	0.66	-1.79	25.12	-1.31	3.4	-0.49	-1.57	-0.78
1974	3	56.67	3.62	51.33	17.2	22.74	28.33	20.19	5.98	0.07	-1.76	25.91	-1.08	4	-0.75	-1.24	-1.26
1974	4	52.51	2.91	39.71	13.57	19.46	25.41	16.32	4.91	1.17	-1.68	26.63	-1.92	1.6	0.31	-0.9	-0.19
1974	5	29.98	2.7	8.77	8.92	16.96	25.05	12.88	2.47	0.42	-1.08	26.84	-7.58	1.6	-0.51	-0.8	0.36
1974	6	19.13	2.52	0.22	5.82	14.69	23.6	10.23	0.1	-0.98	-0.64	26.71	-13.86	0.7	-0.05	-0.75	-0.13
1974	7	30.43	2.46	10.62	6.29	14.53	22.83	10.7	4.06	1.37	-0.72	26.48	-19.58	1.9	0.39	-0.57	0.81
1974	8	28.84	3.44	2.63	8.75	17.22	25.75	11.18	3.2	-0.14	-0.62	26.37	-23.14	1.3	-0.53	-0.3	0.24
1974	9	32.62	4.36	34.83	10.76	18.99	27.27	12.12	3.83	1.49	-0.61	26.23	-23.52	1.8	-0.14	-0.34	-0.4
1974	10	42	5.4	9.28	15.9	23.44	31.04	15.04	3.16	-1.34	-1.05	25.92	-23.12	1.5	-1.02	-0.65	-0.22
1974	11	63.16	4.48	132.35	17.39	23.34	29.33	18.71	9.49	1.47	-1.25	25.63	-22.48	-0.2	-0.44	-0.92	0.42
1974	12	64.89	4.38	107.61	17.85	23.41	29.02	19.45	9.59	0.45	-0.93	25.7	-22.57	0.3	0.56	-0.82	-0.89
1975	1	56.37	4.73	128.54	18.26	24.43	30.65	20.35	12.01	0.6	-0.56	26.18	-16.7	-0.8	1.6	-0.33	-0.46
1975	2	63.32	3.93	161.74	18.16	23.31	28.51	20.61	11.32	1.23	-0.61	26.22	-15.39	1.3	0.19	-0.48	-0.77
1975	3	57.48	3.52	47.33	16.39	21.85	27.36	19.13	6.58	0.09	-0.88	26.44	-13.04	2.6	0.15	-0.72	-0.46
1975	4	46.94	3.14	53.12	13.82	20.42	27.07	17.19	5.07	1.3	-0.97	26.99	-5.12	1.9	0.41	-0.54	0.37
1975	5	32.86	2.75	21.1	10.43	18.3	26.21	14.37	3.33	1.08	-0.85	26.97	1.18	1.1	-0.61	-0.68	-0.45
1975	6	29.37	2.24	5.08	6.25	14.46	22.72	11.49	1.97	0.79	-1.15	26.29	4.47	2.1	-0.32	-1.17	-0.61
1975	7	14.74	2.76	0.02	4.97	14.49	24.06	9.74	0.01	-1.61	-1.47	25.98	7.41	3.1	0.34	-1.07	1.59
1975	8	30.64	3.37	4.27	7.9	16.47	25.09	10.52	0.41	0.3	-1.73	25.47	9.06	3.3	0.13	-1.19	0.32
1975	9	37.26	4.59	0.49	12.69	20.82	29.01	12.69	0.28	-0.66	-1.87	25.2	10.25	3.4	1.28	-1.36	0.22
