EGS4023 2014 data
cdl : cloud cover
Pet : Potential evapotranspitation
Pre : Precipitation
Tmn : Minimum Temperature
Tmp :Mean Temperature
Tmx : Maximum Temperature
Vap : Vapour Pressure
Wet :wet day frequency
spei : standardized precipitation-evapotranspiration index
MEI : Multivariate ENSO Index
NINO34: East Central Tropical Pacific Sea Surface Temperature (SST)
QBO : Quasi-Biennial Oscillation
SOI:Southern Oscillation Index 
AO : Artic Oscillation
ONI : Oceanic Nino Index 
WP : Western Pacific Index

data obtained from:
http://www.esrl.noaa.gov/psd/data/climateindices/list/


Year	Month	Cld	Pet	Pre	Tmn	Tmp	Tmx	Vap	Wet	spei01	MEI	NINO34	QBO	SOI	AO	ONI	WP
2002	2	44.7	4.92	22.23	18.71	25.3	31.94	21.22	3.31	-1.52	-0.21	26.83	8	1.8	1.3	0	0.87
2002	3	42.38	4.31	12.4	17.22	24.25	31.34	20.78	2.55	-1.52	-0.2	27.48	9.32	-0.4	0.9	0.16	0.73
2002	4	46.28	3.47	41.22	14.9	22.46	30.07	18.26	5.05	0.56	0.34	28	14.03	-0.1	0.75	0.2	0.21
2002	5	21.91	3.03	11.61	9.68	18.47	27.32	13.28	1.32	-0.25	0.78	28.43	14.16	-1.4	0.4	0.52	-0.79
2002	6	37.77	2.23	9.83	7.23	15.29	23.4	12.13	4.61	1.07	0.85	28.48	13.26	-0.4	0.57	0.79	-0.72
2002	7	26.7	2.67	0.64	6.52	15.67	24.87	11.38	1.78	-0.8	0.58	28.03	10.05	-0.8	0.33	0.75	-1.06
2002	8	36.87	3.43	3.49	10.5	18.66	26.86	12.53	0.26	-0.03	0.92	27.66	10.6	-1.6	-0.23	0.73	-1.64
2002	9	37.27	4.44	11.02	12.11	20.45	28.83	13.42	3.29	0.5	0.8	27.75	8.9	-1	-0.04	0.9	0.79
2002	10	51.33	5	31.85	16.05	23.5	31	16.65	5.52	0.18	0.95	27.94	7.66	-0.6	-1.49	1.14	-2.12
2002	11	46.24	5.3	24.3	17.07	24.3	31.59	18.49	2.31	-1.47	1.06	28.13	4.46	-0.7	-1.43	1.39	-1.51
2002	12	61.16	4.83	73.24	19.04	25.48	31.98	21.5	9.05	-0.34	1.1	28.09	-0.5	-1.8	-1.59	1.39	0.54
2003	1	47.12	5.39	74.45	19.84	26.64	33.48	22.32	4.14	-0.67	1.18	27.68	-1.39	-0.3	-0.47	1.01	-0.14
2003	2	45.24	4.95	62.11	19.74	26.17	32.64	22.93	8.03	-0.7	0.93	27.63	-1.43	-1.1	0.13	0.8	0.17
2003	3	34.91	4.62	43.26	17.15	24.46	31.84	19.79	5.61	-0.97	0.82	27.85	-3.3	-0.5	0.93	0.51	-1.01
2003	4	33.58	3.69	6.14	15.09	22.53	30.01	18.27	1.08	-1.46	0.31	27.75	-8.56	-0.2	-0.18	-0.05	1.58
2003	5	22.23	2.95	4.73	10.26	18.76	27.3	14.52	1.25	-0.72	0.05	27.42	-13.63	-0.5	1.02	-0.49	0.03
2003	6	47.65	2.16	18.58	8.04	15.45	22.91	12	5.94	1.74	0.03	27.57	-17.71	-1	-0.1	-0.12	0.76
2003	7	14.98	2.74	1.06	5.39	14.64	23.93	9.86	0.62	-1.29	0.07	27.67	-22.99	0.5	0.08	0.39	-1.94
2003	8	21.82	3.51	0.26	7.39	16.57	25.8	10.58	0.23	-0.76	0.23	27.33	-24.64	0.2	-0.28	0.41	-0.9
2003	9	25.87	4.72	4.6	12.63	21.03	29.48	13.85	2.15	-0.59	0.44	27.11	-22.51	-0.2	0.47	0.28	-2.17
2003	10	45.41	5.28	42.98	16.34	23.99	31.68	16.69	5.08	0.24	0.51	27.33	-20.34	0	-0.67	0.54	-0.42
2003	11	54.22	5.2	58.9	19.01	25.57	32.17	19.75	8.05	-0.48	0.52	27.13	-17.86	-0.5	0.64	0.4	0.69
2003	12	50.59	5.39	70.21	19.89	26.52	33.2	21.84	7.27	-0.85	0.31	27.06	-11.38	1.8	0.26	0.38	0.8
2004	1	64.71	4.6	106.63	20.03	25.85	31.71	22.15	9.64	0.37	0.3	26.91	-4.84	-2.2	-1.69	0.25	-1.58
2004	2	61.32	4.31	115.44	20.07	25.64	31.26	22.89	12.13	0.63	0.33	27.06	2.61	2	-1.53	0.23	0.6
2004	3	64.51	3.57	109.72	19.25	24.38	29.56	22.24	9.33	1.15	-0.12	27.4	5.45	0.7	0.32	0.08	0.13
2004	4	38.36	3.53	8.78	16.2	22.7	29.24	18.89	1.65	-0.97	0.22	27.92	10.46	-1.5	-0.41	0.12	0.49
2004	5	27.07	2.94	4.66	10.43	18.75	27.11	13.9	0.61	-0.71	0.47	28.04	12.97	1.7	-0.09	0.12	0.4
2004	6	28.36	2.38	0.93	7.1	15.2	23.36	11.26	0.67	-0.17	0.17	27.95	11.75	-1.4	-0.24	0.25	2.08
2004	7	23.81	2.62	5.1	6.92	15.43	23.98	11.14	2.32	0.05	0.45	27.88	9.96	-0.8	-0.2	0.59	0.34
2004	8	32.45	3.61	1.08	10.57	19.18	27.85	12.55	1.91	-1.06	0.67	27.68	8.74	-0.5	-0.72	0.74	-0.03
2004	9	24.37	4.69	5.56	12.6	20.64	28.73	13.33	0.45	-0.41	0.52	27.59	7.29	-0.6	0.86	0.76	0.26
2004	10	35.98	5.52	16.63	17.16	24.33	31.55	16.72	2.26	-1.18	0.47	27.55	8	-0.1	-0.52	0.76	0.89
2004	11	45.35	5.62	44.86	18.68	25.87	33.11	19.3	5.41	-1.18	0.78	27.39	4.35	-1.1	0.68	0.65	0.65
2004	12	56.85	5.07	123.52	20.19	26.23	32.32	21.91	9.59	0.5	0.64	27.4	2.45	-1.3	1.23	0.71	0.2
2005	1	55.85	5.03	50.13	20.7	26.78	32.92	23.14	6.53	-0.97	0.3	27.31	-0.69	0.6	0.36	0.64	-0.93
2005	2	46.69	4.96	93.45	20.14	26.56	33.03	23.3	7.42	-0.05	0.8	27.17	-0.96	-5.2	-1.27	0.34	0.34
2005	3	47.3	4.19	50.48	18.6	24.85	31.14	21.75	6.32	-0.3	1.02	27.64	-0.33	0.5	-1.35	0.31	-0.22
2005	4	47.04	3.35	22.81	15.57	22.25	28.99	18.63	4.83	0.11	0.56	28.02	-6.64	-1	-0.05	0.23	-0.18
2005	5	25.12	3.05	2.45	11.51	19.85	28.22	14.93	0.34	-1.44	0.76	28.3	-15.09	-1.3	-0.76	0.39	-0.08
2005	6	26.07	2.65	2.43	9.02	17.71	26.44	12.9	2.02	-999	0.49	27.99	-20.59	0.7	-0.38	0.3	0.79
2005	7	13.6	2.83	1.15	7.07	16.21	25.4	11.4	0.22	-1.86	0.48	27.45	-24.2	0.3	-0.03	0.18	-1.2
2005	8	30.6	3.58	0.34	11.62	19.75	27.93	13.72	0.27	-1.03	0.3	27.12	-25.87	-0.6	0.03	0.19	0.35
2005	9	20.96	5.12	2.84	13.92	22.55	31.22	14.26	0.31	-2.08	0.25	26.8	-27.8	0.6	0.8	-0.03	0.57
2005	10	30.34	5.8	15.46	16.91	24.66	32.46	16.71	1.76	-1.55	-0.16	26.72	-28.76	2	0.03	-0.07	1
2005	11	52.26	5.26	83.62	19.41	25.93	32.5	20.51	6.49	0.14	-0.41	26.14	-29.55	-0.3	0.23	-0.61	-1.84
2005	12	61.89	4.64	161.5	18.99	24.77	30.59	20.93	11.26	1.23	-0.59	25.81	-25.04	0	-2.1	-0.88	-2.04
2006	1	64.32	4.57	68.18	20.21	25.82	31.48	22.44	6.69	-0.32	-0.47	25.66	-18.83	2.7	-0.17	-1.01	0.71
2006	2	57.97	4.34	172.7	19.88	25.29	30.75	22.61	10.84	1.29	-0.46	26.15	-11.24	0.2	-0.16	-0.68	2.06
2006	3	62.87	3.57	102.79	17.83	23.35	28.92	20.56	7.4	1.04	-0.59	26.81	-0.38	2.9	-1.6	-0.52	0.49
2006	4	39.04	3.39	19.78	14.65	21.3	28	17.5	1.86	-0.1	-0.69	27.54	5	1.8	0.14	-0.26	0.56
2006	5	27.89	2.75	5.31	9.15	17.22	25.34	13.03	1.16	0.02	-0.04	27.91	10.36	-0.8	0.16	0.01	0.19
2006	6	28.11	2.44	2.48	6.8	15.44	24.12	11.31	0.44	-0.3	0.56	27.83	11.47	-0.4	1.07	0.14	-1.15
2006	7	17.01	2.8	1.04	7.45	16.44	25.47	11.7	0.16	-1.64	0.62	27.37	10.75	-1	0.1	0.1	-1
2006	8	20.92	3.41	7.09	8.9	17.22	25.59	12.09	3.98	0.44	0.75	27.26	9.1	-1.7	-0.26	0.34	-0.16
2006	9	23.46	4.67	9.08	12.26	20.46	28.72	13.36	1.71	-0.12	0.79	27.32	10.2	-1	0.61	0.5	0.05
2006	10	38.91	5.56	21.61	17.27	24.78	32.33	17.13	2.62	-0.97	0.89	27.48	10.86	-2.1	-1.03	0.69	0.67
2006	11	55.14	4.99	82.38	18.13	24.6	31.11	19.14	9.81	0.34	1.29	27.81	10.1	0.1	0.52	1.09	-1.84
2006	12	52.3	5.23	132.32	19.9	26.21	32.58	21.99	9.38	0.58	0.95	27.86	6.21	-0.5	2.28	1.18	1.18
2007	1	45.51	5.26	72.16	18.94	25.38	31.87	20.48	6.62	-0.78	0.97	27.38	2.61	-1.3	2.03	0.72	1.81
2007	2	40.35	5.22	42.35	19.66	26.51	33.42	22.53	5.33	-1.37	0.51	26.99	2.43	-0.1	-1.31	0.16	0.15
2007	3	43.8	4.36	50.76	18.22	25.1	32.03	21.56	6.2	-0.45	0.07	27.26	1.24	0.3	1.18	-0.07	-1.06
2007	4	41.23	3.51	31.26	15.47	22.41	29.39	18.24	4.85	0.26	-0.05	27.55	-5.18	-0.2	0.54	-0.25	-1.61
2007	5	19.3	2.96	3.18	9.38	18.13	26.93	13.7	0.86	-0.95	0.18	27.55	-14.06	-0.2	0.89	-0.36	-0.66
2007	6	18.85	2.58	4.42	7.32	16.04	24.81	11.47	0.84	-0.67	-0.36	27.54	-21.33	0.9	-0.56	-0.15	-0.17
2007	7	19.29	2.66	2.71	6.4	15.14	23.93	10.7	0.65	-0.51	-0.32	26.94	-24.92	-0.5	-0.4	-0.34	-0.09
2007	8	22.38	3.61	1.19	8.5	17.71	26.96	11.52	0.52	-1.06	-0.46	26.3	-27.41	0.7	-0.03	-0.64	0.02
2007	9	30.94	4.84	14.58	14.13	22.3	30.52	14.27	2.56	-0.1	-1.17	25.97	-28.13	0.3	0.18	-0.86	1.2
2007	10	52.86	4.62	71.11	16.04	22.44	28.88	16.57	7.22	1.48	-1.14	25.76	-29.05	1.2	0.38	-1.04	0.4
2007	11	56.21	4.88	86.99	18.04	24.44	30.88	19.53	7.57	0.53	-1.18	25.48	-27.61	1.4	-0.52	-1.25	-0.04
2007	12	58.02	4.6	59.54	18.71	24.31	29.96	21.27	8.58	-0.49	-1.17	25.38	-19.48	2.7	0.82	-1.3	0.37
2008	1	65.37	4.38	65.45	19.38	25.06	30.79	22.32	8.41	-0.25	-1.01	25.08	-12.42	2.9	0.82	-1.58	0.92
2008	2	46.55	4.85	63.03	19.13	25.66	32.24	22.27	5.44	-0.62	-1.4	25.19	-4.7	4.4	0.94	-1.64	0.01
2008	3	55.89	3.88	52.26	17.95	23.96	30.02	20.56	7.73	-0.03	-1.64	26.16	2.19	2.4	0.59	-1.16	-1.35
2008	4	35.02	3.58	17.79	13.55	21.12	28.73	16.23	4.58	-0.53	-0.94	26.97	6.43	1.1	-0.46	-0.82	0.28
2008	5	28.09	2.97	4.95	11.07	19.31	27.6	14.53	1.09	-0.76	-0.36	27.19	11.53	-0.1	-1.21	-0.71	-0.66
2008	6	27.41	2.58	2.81	8	16.68	25.42	11.95	0.87	-0.96	0.13	27.14	13.45	1	-0.09	-0.54	-0.36
2008	7	24.29	2.69	1.05	7.65	16.23	24.86	11.65	0.69	-0.87	-0.02	27	13.27	0.5	-0.48	-0.27	0.02
2008	8	22.91	3.77	1.11	10.27	19.25	28.28	12.51	0.48	-1.81	-0.28	26.81	11.63	1.7	-0.08	-0.11	-1.32
2008	9	23.59	5.07	3.32	13.04	21.89	30.79	13.1	0.84	-1.8	-0.64	26.7	11.6	2	-0.33	-0.13	-0.83
2008	10	34.7	5.62	27.83	17.02	24.56	32.15	16.98	3.28	-0.82	-0.78	26.66	11.05	2.1	1.68	-0.12	0.19
2008	11	59.16	4.95	91.26	19.08	25.33	31.62	19.98	7.2	0.61	-0.62	26.32	9.13	2.2	0.09	-0.41	0.33
2008	12	59.28	4.95	104.15	19.77	25.81	31.9	21.32	9.69	0.13	-0.67	25.88	10.46	2.4	0.65	-0.81	1.01
2009	1	59.31	4.9	96.41	20.36	26.47	32.63	22.49	12.23	0.04	-0.76	25.72	10.71	1.8	0.8	-0.94	0.01
2009	2	54.52	4.49	126.82	19.85	25.51	31.23	22.8	9.98	0.71	-0.72	26.09	12.33	3.1	-0.67	-0.74	1.71
2009	3	54.65	3.88	36.51	17.64	23.88	30.16	20.76	4.13	-0.42	-0.72	26.78	11.44	0.7	0.12	-0.54	0.22
2009	4	27.32	3.79	11.45	13.88	21.65	29.48	16.52	1.51	-1.33	-0.16	27.64	9.11	1.3	0.97	-0.16	0.02
2009	5	32.39	2.85	21.1	10.74	18.91	27.13	14.52	3.49	0.98	0.37	28.15	1.56	-0.2	1.19	0.24	-0.67
2009	6	26.69	2.55	14.47	8.66	16.93	25.25	12.44	2.16	0.64	0.96	28.12	-5.47	0.2	-1.35	0.43	-1.74
2009	7	26.32	2.47	12.77	6.31	14.77	23.28	11.3	4.78	1.38	0.93	27.81	-12.21	0.4	-1.36	0.53	1.2
2009	8	25.51	3.56	2.08	9.73	18.44	27.19	12.6	0.64	-0.78	0.93	27.53	-14.45	-0.3	-0.05	0.61	0.66
2009	9	31.64	4.82	11.74	14.17	22.31	30.51	14.39	2.91	-0.27	0.76	27.54	-13.81	0.5	0.88	0.7	-1.02
2009	10	41.6	5.32	41.96	16.95	24.1	31.32	16.8	4.68	0.13	1.02	27.78	-11.69	-2	-1.54	0.99	-2.05
2009	11	52.81	4.96	99.76	17.26	24.03	30.84	18.96	9.33	0.73	1.06	28.27	-13.83	-1	0.46	1.53	1.27
2009	12	49.78	5.25	73.5	19.27	25.82	32.42	21.73	10.24	-0.66	1	28.48	-15.57	-1.2	-3.41	1.78	-1.07
2010	1	65.15	4.56	105.42	19.75	25.77	31.83	22.41	8.61	0.38	1.15	28.25	-16.02	-1.8	-2.59	1.57	0.47
2010	2	53.84	4.58	58.41	19.45	25.62	31.83	22.56	3.97	-0.6	1.52	28.15	-16.98	-2.4	-4.27	1.31	0.23
2010	3	46.16	4.15	50.21	17.85	24.41	31.02	21.59	8.46	-0.32	1.39	28.32	-19.68	-1.1	-0.43	0.99	1.83
2010	4	60.45	2.96	48.41	16.15	21.93	27.76	19.26	8.42	1.38	0.86	28.43	-23.57	2	-0.28	0.63	0.88
2010	5	36.23	2.85	16.12	11.63	19.58	27.59	15.1	1.73	0.53	0.57	28.02	-26.28	1.5	-0.92	0.1	-2.5
2010	6	23.76	2.35	3.68	6.33	15.01	23.75	11.98	4.07	0.34	-0.47	27.23	-25.05	0.6	-0.01	-0.46	-0.08
2010	7	30.11	2.46	1.55	7.08	15.26	23.49	11.7	0.55	0.55	-1.21	26.38	-9.84	3	0.44	-0.89	-2.38
2010	8	20.18	3.48	0.19	8.06	17.16	26.31	12.01	0.26	-0.6	-1.85	25.63	1.45	3	-0.12	-1.29	0.41
2010	9	21.94	5	1.88	12.95	21.84	30.78	14.01	0.28	-1.79	-2.03	25.31	6.58	3.7	-0.86	-1.52	0.05
2010	10	36.24	5.73	16.3	16.52	24.72	32.97	16.69	4.5	-1.46	-1.94	25.27	10.83	2.9	-0.47	-1.53	0.67
2010	11	56.42	5.03	93.4	18.2	24.91	31.67	19.36	9.67	0.49	-1.6	25.32	12.16	2.1	-0.38	-1.42	-0.33
2010	12	52.04	5.03	92.82	18.75	25.03	31.36	21.08	10.16	-0.08	-1.58	25.28	10.97	4.8	-2.63	-1.4	-1.26


