DAY,MONTH,YEAR,Musanze,Mombasa,Maseno,Lome,Lagos,Koulikoro,Kigali,Kayonza,Kamembe,Nairobi
16,OCT,1989,4,3.2,4.2,3.4,3,3.1,3.1,3.2,3.2,4
16,NOV,1989,3.5,3.2,4.2,3.8,3.5,3.8,2.7,3.3,3.3,3.5
16,DEC,1989,3.7,3,4.3,3.4,3.3,4,2.3,3.2,3.1,3.7
16,JAN,1990,4.5,3.5,4.7,3.6,3.2,4,2.7,3.7,3.5,4.5
15,FEB,1990,4.6,3.5,4.9,4.5,4.2,4.5,2.7,3.7,3.6,4.6
16,MAR,1990,3.8,3.5,4.4,4.9,4.8,4.8,2.5,3.6,3.6,3.8
16,APR,1990,3.3,3.3,3.9,4,3.7,4.4,2.4,3.3,3.3,3.3
16,MAY,1990,3,3.3,3.7,3.5,3.3,3.5,2.5,3.2,3.3,3
16,JUN,1990,2.8,3.2,3.8,3,2.7,3.1,3.1,3.2,3,2.8
16,JUL,1990,2.7,3,3.8,2.6,2.4,2.7,3.4,2.9,2.7,2.7
16,AUG,1990,2.8,3,3.8,3,2.7,2.7,3.4,2.9,2.8,2.8
16,SEP,1990,3.7,3.2,4.1,3.1,2.7,2.8,3.2,3.1,3.1,3.7
16,OCT,1990,4.1,3.2,4.3,3.5,3,3.2,3,3.2,3.2,4.1
16,NOV,1990,3.3,3.3,4.1,3.6,3.1,3.6,2.7,3.4,3.3,3.3
16,DEC,1990,3.8,3.2,4.4,3.3,3,3.9,2.5,3.4,3.2,3.8
16,JAN,1991,4.7,3.4,5,3.7,3.4,4.1,2.6,3.6,3.4,4.7
15,FEB,1991,5.1,3.8,5,3.7,3.5,4.9,3,4,3.9,5.1
16,MAR,1991,4.6,3.6,4.8,4,3.7,4.7,2.8,3.7,3.6,4.6
16,APR,1991,3.7,3.3,4.3,3.6,3.3,4.2,2.6,3.4,3.4,3.7
16,MAY,1991,2.9,3.1,3.4,3.3,3,3.3,2.4,3,3,2.9
16,JUN,1991,2.7,3.1,3.8,2.8,2.5,3.1,3.1,3,2.8,2.7
16,JUL,1991,2.5,2.8,3.5,2.5,2.3,2.6,3.2,2.7,2.5,2.5
16,AUG,1991,2.9,2.9,3.8,2.5,2.3,2.5,3.4,2.8,2.7,2.9
16,SEP,1991,3.8,3.2,4.3,2.9,2.5,2.8,3.3,3.1,3.1,3.8
16,OCT,1991,4.3,3.1,4.6,3.1,2.6,3.2,2.8,3.1,3,4.3
16,NOV,1991,3.5,3.2,4.4,3.4,3,3.7,2.6,3.2,3.1,3.5
16,DEC,1991,3.8,3.2,4.3,3.3,3.2,4,2.6,3.5,3.3,3.8
16,JAN,1992,4.7,3.7,4.9,3.9,3.7,4,2.9,3.9,3.7,4.7
15,FEB,1992,4.9,3.7,5,4.5,4.4,4.6,2.8,4,3.8,4.9
16,MAR,1992,4.7,3.7,5,4.4,4.1,4.7,2.9,3.9,3.7,4.7
16,APR,1992,3.4,3.3,3.9,4,3.8,4.2,2.5,3.4,3.3,3.4
16,MAY,1992,2.9,3.2,3.5,3.4,3.1,3.5,2.4,3.1,3.1,2.9
16,JUN,1992,2.5,2.9,3.5,2.7,2.4,3,2.8,2.8,2.7,2.5
16,JUL,1992,2.4,2.9,3.4,2.4,2.2,2.5,3.1,2.8,2.6,2.4
16,AUG,1992,2.7,2.8,3.8,2.7,2.4,2.5,3.1,2.7,2.6,2.7
16,SEP,1992,3.6,3.1,4.2,2.9,2.4,2.7,3.1,3,3,3.6
16,OCT,1992,4.1,3,4.4,3.3,2.8,3.2,2.7,3,3,4.1
16,NOV,1992,3.5,3.2,4.3,3.6,3.1,3.6,2.6,3.3,3.2,3.5
16,DEC,1992,3.8,3.2,4.4,3.5,3.5,4,2.5,3.5,3.3,3.8
16,JAN,1993,4.1,3.5,4.5,4.1,3.8,4,2.6,3.7,3.6,4.1
15,FEB,1993,4.8,3.7,5,4.1,4,4.7,2.8,3.9,3.9,4.8
16,MAR,1993,4.5,3.6,4.8,4.1,3.8,4.7,2.7,3.8,3.7,4.5
16,APR,1993,3.7,3.4,4.2,4,3.8,4.3,2.7,3.5,3.4,3.7
16,MAY,1993,3.1,3.2,3.8,3.5,3.2,3.6,2.4,3.1,3.1,3.1
16,JUN,1993,2.5,3.2,3.6,2.8,2.5,3.1,2.9,3.2,3,2.5
16,JUL,1993,2.6,3,3.6,2.6,2.4,2.7,3.2,2.9,2.8,2.6
16,AUG,1993,2.9,3.2,3.9,2.7,2.5,2.6,3.4,3.1,2.9,2.9
16,SEP,1993,3.8,3.2,4.4,3,2.6,2.7,3.2,3.1,3.1,3.8
16,OCT,1993,4.1,3.2,4.2,3.3,2.9,3.2,3,3.3,3.2,4.1
16,NOV,1993,3.9,3.7,4.6,3.3,2.9,3.8,3,3.8,3.7,3.9
16,DEC,1993,4.1,3.2,4.8,3.3,3.2,3.9,2.6,3.5,3.3,4.1
16,JAN,1994,4.7,3.5,5,3.6,3.3,4.2,2.6,3.6,3.6,4.7
15,FEB,1994,4.9,3.7,5,4.2,3.9,4.6,2.9,3.9,3.8,4.9
16,MAR,1994,4.4,3.3,4.8,4.1,4,5,2.5,3.4,3.4,4.4
16,APR,1994,3.6,3.2,4.1,3.7,3.5,4.2,2.5,3.2,3.3,3.6
16,MAY,1994,2.9,3.2,3.5,3.4,3.1,3.6,2.4,3.1,3.2,2.9
16,JUN,1994,2.7,3,3.9,2.7,2.4,3,2.9,3,2.9,2.7
16,JUL,1994,2.5,2.8,3.5,2.5,2.3,2.5,3,2.7,2.5,2.5
16,AUG,1994,2.8,2.9,4,2.6,2.4,2.4,3.5,2.9,2.7,2.8
16,SEP,1994,3.7,3.4,4.2,2.8,2.5,2.6,3.4,3.3,3.2,3.7
16,OCT,1994,4.1,3.3,4.3,3.2,2.7,3.2,3,3.4,3.2,4.1
16,NOV,1994,3.3,3.1,4.2,3.6,3.3,3.8,2.5,3.2,3.1,3.3
16,DEC,1994,3.6,3.2,4.4,3.7,3.7,4,2.5,3.5,3.3,3.6
16,JAN,1995,4.6,3.6,4.7,3.9,3.7,4.1,2.7,3.8,3.6,4.6
15,FEB,1995,4.8,3.8,5,4.5,4.3,4.6,2.9,4,3.9,4.8
16,MAR,1995,4.2,3.6,4.7,3.9,3.7,4.9,2.7,3.7,3.6,4.2
16,APR,1995,3.6,3.4,3.9,3.9,3.5,4.3,2.6,3.5,3.5,3.6
16,MAY,1995,2.8,3.2,3.4,3.5,3.2,3.7,2.4,3,3.1,2.8
16,JUN,1995,2.7,2.9,3.9,2.8,2.5,3.1,2.8,2.9,2.7,2.7
16,JUL,1995,2.5,2.8,3.7,2.5,2.3,2.6,3.1,2.6,2.5,2.5
16,AUG,1995,2.9,3.1,3.8,2.6,2.4,2.6,3.5,3,2.9,2.9
16,SEP,1995,3.7,3.2,4.2,2.9,2.5,2.8,3.2,3.1,3.1,3.7
16,OCT,1995,4,3.2,4.3,3.2,2.7,3,3.1,3.2,3.1,4
16,NOV,1995,3.6,3.3,4.4,3.6,3.3,3.7,2.7,3.4,3.3,3.6
16,DEC,1995,4.2,3.2,4.9,3.4,3.2,4.2,2.7,3.5,3.2,4.2
16,JAN,1996,4.7,3.5,4.9,3.9,3.5,4.4,2.8,3.7,3.5,4.7
15,FEB,1996,4.7,3.7,4.9,4.3,3.9,4.8,2.9,3.9,3.8,4.7
16,MAR,1996,4.5,3.5,4.8,4.3,4,4.9,2.7,3.7,3.5,4.5
16,APR,1996,3.3,3.1,3.9,4,3.6,4.2,2.4,3.2,3.3,3.3
16,MAY,1996,2.8,3.2,3.5,3.2,3,3.6,2.6,3.1,3.1,2.8
16,JUN,1996,2.7,3,3.7,2.7,2.5,3,2.9,2.9,2.8,2.7
16,JUL,1996,2.6,2.8,3.6,2.7,2.4,2.7,3.2,2.7,2.5,2.6
16,AUG,1996,3,3,4,2.5,2.3,2.6,3.5,2.9,2.8,3
16,SEP,1996,3.7,3.2,4.3,2.8,2.2,2.7,3.2,3.1,3,3.7
16,OCT,1996,4.1,3.2,4.2,3.3,2.8,3.2,3,3.2,3.1,4.1
16,NOV,1996,3.6,3.2,4.4,3.7,3.4,3.7,2.7,3.2,3.2,3.6
16,DEC,1996,4.2,3.2,4.9,3.7,3.2,4,2.6,3.4,3.3,4.2
16,JAN,1997,4.8,3.5,5.1,3.9,3.4,4.4,2.7,3.8,3.6,4.8
15,FEB,1997,5.1,3.7,5.2,4.9,4.3,4.6,2.9,3.9,3.8,5.1
16,MAR,1997,4.4,3.7,4.6,4.1,3.8,4.7,2.8,3.9,3.8,4.4
16,APR,1997,2.9,3.2,3.7,3.7,3.4,4.2,2.3,3.2,3.3,2.9
16,MAY,1997,2.7,2.9,3.5,3.3,3,3.5,2.2,2.9,2.9,2.7
16,JUN,1997,2.5,3.1,3.5,2.6,2.2,3.1,3,3.1,2.9,2.5
16,JUL,1997,2.5,2.8,3.5,2.4,2.3,2.7,3.2,2.7,2.5,2.5
16,AUG,1997,2.8,3,3.8,2.5,2.4,2.7,3.4,2.9,2.8,2.8
16,SEP,1997,3.9,3.4,4.4,3.3,2.7,2.9,3.6,3.3,3.2,3.9
16,OCT,1997,3.6,3.2,3.3,3.2,2.8,3.4,3,3.2,3.1,3.6
16,NOV,1997,3.2,3.2,4,3.4,2.9,3.9,2.6,3.3,3.2,3.2
16,DEC,1997,3.8,3,4.4,3.6,3.1,4.2,2.3,3.3,3.1,3.8
16,JAN,1998,4.3,3.5,4.7,3.8,3.5,4.3,2.6,3.8,3.6,4.3
15,FEB,1998,4.3,3.8,4.7,4.5,4.2,4.8,2.9,3.9,3.9,4.3
16,MAR,1998,4.4,3.8,4.9,4.7,4.5,4.7,2.8,3.9,3.8,4.4
16,APR,1998,3.2,3.2,3.9,4.2,3.9,4.3,2.3,3.3,3.3,3.2
16,MAY,1998,2.8,3,3.6,3.6,3.4,3.6,2.3,2.9,3,2.8
16,JUN,1998,2.7,3.2,3.7,3.1,2.7,3,3.2,3.2,3,2.7
16,JUL,1998,2.6,2.8,3.7,2.4,2.2,2.5,3.3,2.7,2.5,2.6
16,AUG,1998,2.7,3,3.8,2.8,2.6,2.5,3.4,2.8,2.7,2.7
16,SEP,1998,3.6,3.2,4.1,3,2.5,2.5,3.3,3,3,3.6
16,OCT,1998,4.4,3.2,4.9,3.3,2.8,3.2,3,3.2,3.1,4.4
16,NOV,1998,3.6,3.2,4.4,3.7,3.3,3.8,2.7,3.3,3.2,3.6
16,DEC,1998,4,3.3,4.7,3.3,3.1,4.2,2.5,3.6,3.4,4
16,JAN,1999,4.6,3.5,5,3.8,3.4,4.3,2.7,3.7,3.5,4.6
15,FEB,1999,5.2,4,5.3,4.4,4.1,4.8,3,4.2,4,5.2
16,MAR,1999,4.1,3.3,4.7,4.2,3.8,5,2.4,3.6,3.5,4.1
16,APR,1999,3.1,3.3,3.8,3.8,3.4,4.1,2.5,3.3,3.3,3.1
16,MAY,1999,2.9,3.3,3.6,3.6,3.3,3.4,2.7,3.2,3.1,2.9
16,JUN,1999,2.7,3.3,3.7,3,2.6,3,3.2,3.2,3,2.7
16,JUL,1999,2.6,3,3.5,2.3,2.2,2.5,3.4,2.9,2.6,2.6
16,AUG,1999,2.7,2.7,3.8,2.8,2.7,2.4,3.1,2.6,2.5,2.7
16,SEP,1999,3.7,3.2,4.3,2.8,2.4,2.5,3.3,3.1,3,3.7
16,OCT,1999,4.2,3.2,4.6,3,2.5,3.2,3.2,3.1,3.1,4.2
16,NOV,1999,3.4,3.2,4.3,3.5,3.2,3.8,2.6,3.2,3.2,3.4
16,DEC,1999,3.9,3.1,4.6,3.6,3.3,4.1,2.5,3.4,3.2,3.9
16,JAN,2000,4.7,3.5,4.9,4,3.7,4.4,2.7,3.7,3.6,4.7
15,FEB,2000,5.2,3.8,5.3,4.6,4.4,4.5,3,3.9,3.9,5.2
16,MAR,2000,4.5,3.6,4.7,4.7,4.4,4.8,2.7,3.7,3.6,4.5
16,APR,2000,3.5,3.4,4.1,4.2,3.9,4.4,2.6,3.4,3.4,3.5
16,MAY,2000,3.1,3.3,3.9,3.8,3.4,3.6,2.7,3.3,3.2,3.1
16,JUN,2000,2.6,3.2,3.7,2.9,2.6,3.1,3,3.1,3,2.6
16,JUL,2000,2.8,3.4,3.9,2.6,2.4,2.5,3.6,3.3,2.9,2.8
16,AUG,2000,3,3.1,4,2.7,2.4,2.7,3.6,3.1,2.9,3
16,SEP,2000,3.7,3.2,4.3,3.1,2.6,2.6,3.2,3,3.1,3.7
16,OCT,2000,4.2,3.1,4.5,3.4,2.9,3.2,3,3.1,3.1,4.2
16,NOV,2000,3.6,3.3,4.4,3.8,3.3,3.8,2.7,3.5,3.3,3.6
16,DEC,2000,3.7,3.1,4.5,3.7,3.4,4.1,2.4,3.4,3.2,3.7
16,JAN,2001,4.4,3.7,4.7,4.1,3.5,4.3,2.7,3.9,3.7,4.4
15,FEB,2001,4.8,3.9,5.1,4.7,4.4,4.6,3.1,4.1,4.1,4.8
16,MAR,2001,4.6,3.7,4.9,4.6,4.3,4.8,2.9,3.9,3.7,4.6
16,APR,2001,3.3,3.4,3.8,4.1,3.8,4.3,2.6,3.4,3.5,3.3
16,MAY,2001,2.9,3.3,3.6,3.5,3.3,3.6,2.6,3.2,3.3,2.9
16,JUN,2001,2.6,3.2,3.5,2.9,2.6,3,3,3.1,3,2.6
16,JUL,2001,2.6,2.9,3.6,2.4,2.5,2.6,3.1,2.8,2.6,2.6
16,AUG,2001,3,3,4.1,2.4,2.3,2.6,3.5,2.9,2.8,3
16,SEP,2001,3.9,3.2,4.4,3,2.6,2.7,3.3,3.1,3.1,3.9
16,OCT,2001,4.3,3.3,4.5,3.6,3,3.1,3.1,3.3,3.3,4.3
16,NOV,2001,3.6,3.3,4.3,3.8,3.2,3.8,2.7,3.4,3.3,3.6
16,DEC,2001,4.1,3.1,4.7,3.8,3.4,4.2,2.4,3.4,3.2,4.1
16,JAN,2002,4.4,3.6,4.7,3.5,3.2,4,2.6,3.8,3.7,4.4
15,FEB,2002,4.6,4,4.7,4.5,4.2,4.7,3.1,4.1,4.1,4.6
16,MAR,2002,4.2,3.7,4.7,4.4,4.1,4.9,2.8,3.9,3.7,4.2
16,APR,2002,3,3.4,3.7,3.9,3.6,4.4,2.5,3.5,3.5,3
16,MAY,2002,3,3.4,3.8,3.7,3.4,3.7,2.5,3.3,3.3,3
16,JUN,2002,2.7,3.2,3.8,3,2.7,3,3.1,3.1,3,2.7
16,JUL,2002,2.7,3.1,3.7,2.5,2.4,2.7,3.4,3,2.8,2.7
16,AUG,2002,2.9,3.1,3.7,2.8,2.7,2.7,3.6,3.1,2.9,2.9
16,SEP,2002,3.8,3.5,4.2,3.2,2.7,2.7,3.5,3.4,3.4,3.8
16,OCT,2002,4.2,3.3,4.6,3.2,2.7,3.1,3.1,3.3,3.2,4.2
16,NOV,2002,3.5,3.3,4.4,3.6,3.1,3.8,2.7,3.3,3.3,3.5
16,DEC,2002,3.9,3.3,4.6,3.8,3.4,4.1,2.6,3.6,3.4,3.9
16,JAN,2003,4.9,3.6,5,3.8,3.6,4.2,2.8,3.9,3.7,4.9
15,FEB,2003,5.6,3.8,5.5,4.2,3.9,4.8,3.3,4,3.9,5.6
16,MAR,2003,5,3.7,5.2,4.6,4.3,4.7,3,3.9,3.8,5
16,APR,2003,3.9,3.4,4.8,3.8,3.6,4.3,2.7,3.5,3.5,3.9
16,MAY,2003,2.5,3.3,3.6,3.7,3.5,3.5,2.5,3.3,3.3,2.5
16,JUN,2003,2.6,3.2,3.6,2.6,2.2,2.9,3,3.1,2.9,2.6
16,JUL,2003,2.5,3.1,3.2,2.8,2.7,2.6,3.3,3.1,2.8,2.5
16,AUG,2003,3,2.9,4.1,2.9,2.6,2.6,3.5,2.8,2.7,3
16,SEP,2003,3.7,3.2,4.3,3.1,2.7,2.7,3.4,3,3.1,3.7
16,OCT,2003,4.2,3.2,4.5,3.5,3,3.2,3.1,3.2,3.2,4.2
16,NOV,2003,4.1,3.3,4.6,3.6,3.2,3.8,2.9,3.4,3.3,4.1
16,DEC,2003,4.3,3.6,4.8,3.5,3.4,4.1,2.8,4,3.7,4.3
16,JAN,2004,4.6,3.7,4.9,3.6,3.3,4.2,2.9,3.9,3.7,4.6
15,FEB,2004,4.7,4.1,4.7,4.1,3.7,4.7,3,4.4,4.1,4.7
16,MAR,2004,4.2,3.6,4.6,4.2,4,4.7,2.7,3.7,3.7,4.2
16,APR,2004,3.2,3.2,3.8,3.8,3.5,4.3,2.4,3.3,3.3,3.2
16,MAY,2004,3.1,3.3,3.9,3.1,2.7,3.6,2.6,3.2,3.3,3.1
16,JUN,2004,2.6,3.2,3.4,2.7,2.2,3,3.1,3.1,3,2.6
16,JUL,2004,2.8,3.1,3.7,2.8,2.6,2.6,3.5,3.1,2.8,2.8
16,AUG,2004,3,3.1,3.8,2.7,2.5,2.7,3.6,3.1,2.9,3
16,SEP,2004,3.6,3.3,4,3.1,2.8,2.8,3.2,3.2,3.2,3.6
16,OCT,2004,3.7,3.3,3.7,3.3,2.8,3.2,3,3.3,3.3,3.7
16,NOV,2004,3.4,3.3,4.1,3.5,3.1,3.8,2.5,3.4,3.3,3.4
16,DEC,2004,3.7,3.3,4.2,3.4,3.3,4.1,2.4,3.6,3.4,3.7
16,JAN,2005,4.5,3.5,4.8,3.6,3.2,4.1,2.5,3.8,3.6,4.5
15,FEB,2005,5.4,4.2,5,3.9,3.7,4.9,3.2,4.5,4.3,5.4
16,MAR,2005,4.7,3.7,4.8,4.2,3.9,4.8,2.8,3.8,3.8,4.7
16,APR,2005,3.7,3.7,4.2,4.1,3.8,4.2,2.6,3.8,3.7,3.7
16,MAY,2005,2.9,3.2,3.4,3.5,3.2,3.4,2.4,3.1,3.2,2.9
16,JUN,2005,2.5,3.2,3.5,2.6,2.2,2.8,3,3.1,3,2.5
16,JUL,2005,2.4,3,3.4,2.6,2.4,2.5,3.3,2.9,2.7,2.4
16,AUG,2005,2.8,3,3.7,2.8,2.5,2.4,3.4,3,2.8,2.8
16,SEP,2005,3.7,3.4,4.3,3.1,2.7,2.7,3.3,3.3,3.3,3.7
16,OCT,2005,4.1,3.2,4.3,3.4,2.9,3.1,3.2,3.3,3.2,4.1
16,NOV,2005,4.1,3.4,4.5,3.9,3.5,3.7,2.9,3.5,3.4,4.1
16,DEC,2005,4.5,3.7,4.7,3.5,3.5,4.2,3,4.1,3.8,4.5
16,JAN,2006,4.9,3.7,5.3,3.5,3.4,4.2,3,4,3.8,4.9
15,FEB,2006,5.4,4,5.4,3.9,3.7,4.8,3.3,4.3,4.2,5.4
16,MAR,2006,4.3,3.7,4.6,4.3,3.9,4.8,2.8,3.8,3.7,4.3
16,APR,2006,3.4,3.4,3.8,4.4,4.3,4.2,2.5,3.5,3.5,3.4
16,MAY,2006,2.9,3.2,3.7,3.3,2.9,3.5,2.3,3.1,3.1,2.9
16,JUN,2006,2.7,3.1,3.6,3.2,2.8,3.1,3.1,3.1,2.9,2.7
16,JUL,2006,2.6,3.1,3.5,2.9,2.7,2.7,3.4,3,2.8,2.6
16,AUG,2006,2.9,2.8,4,2.7,2.4,2.6,3.3,2.8,2.8,2.9
16,SEP,2006,3.4,3.2,3.9,2.9,2.5,2.6,3.3,3.1,3.1,3.4
16,OCT,2006,4.1,3.3,4.3,3.3,2.7,3.2,3.3,3.4,3.3,4.1
16,NOV,2006,3.1,3.2,3.7,3.8,3.5,3.6,2.7,3.3,3.3,3.1
16,DEC,2006,3.3,3.2,3.9,3.5,3.4,3.9,2.2,3.5,3.4,3.3
16,JAN,2007,4.4,3.6,4.5,3.9,3.3,4.1,2.8,3.8,3.7,4.4
15,FEB,2007,4.9,3.9,4.8,4.2,3.9,4.7,3,4.2,4.1,4.9
16,MAR,2007,4.4,3.9,4.5,4.5,4.2,4.7,3,4,4,4.4
16,APR,2007,3.6,3.4,4.1,4,3.6,4.3,2.7,3.5,3.5,3.6
16,MAY,2007,3,3.4,3.6,3.4,2.9,3.6,2.7,3.4,3.4,3
16,JUN,2007,2.7,3,3.7,2.7,2.3,3,2.8,3,2.9,2.7
16,JUL,2007,2.7,2.5,3.6,2.8,2.5,2.6,2.8,2.6,2.5,2.7
16,AUG,2007,2.9,3,3.9,2.7,2.5,2.6,3.4,2.9,2.8,2.9
16,SEP,2007,3.8,3.3,4.5,3.1,2.7,2.7,3.3,3.2,3.1,3.8
16,OCT,2007,4.4,3.3,4.5,3.3,2.8,3.2,3.2,3.4,3.2,4.4
16,NOV,2007,3.6,3.2,4.4,3.4,2.9,3.8,2.6,3.4,3.3,3.6
16,DEC,2007,3.9,3.4,4.5,3.3,3.2,4.1,2.7,3.7,3.6,3.9
16,JAN,2008,4.8,3.8,4.9,3.6,3.4,4,2.9,4.1,3.9,4.8
15,FEB,2008,4.8,3.9,4.5,3.6,3.5,4.6,3.1,4.1,4.1,4.8
16,MAR,2008,4.1,3.7,4.7,4.3,4,4.8,2.8,3.8,3.8,4.1
16,APR,2008,3.5,3.2,3.9,4,3.6,4.2,2.6,3.2,3.3,3.5
16,MAY,2008,3,3.2,3.7,3.3,3,3.5,2.6,3.1,3.2,3
16,JUN,2008,2.5,3.1,3.6,2.8,2.4,3.1,2.9,3,2.9,2.5
16,JUL,2008,2.7,3.1,3.6,2.7,2.4,2.6,3.5,3,2.8,2.7
16,AUG,2008,3,3,4.1,2.8,2.5,2.7,3.6,2.9,2.8,3
16,SEP,2008,4.1,3.3,4.7,2.8,2.4,2.8,3.5,3.2,3.2,4.1
16,OCT,2008,4.1,3.2,4.4,3.3,2.9,3.2,3,3.2,3.1,4.1
16,NOV,2008,3.5,3.3,4.1,3.7,3.3,3.9,2.7,3.4,3.3,3.5
16,DEC,2008,4.2,3.1,4.7,3.4,3.3,4.1,2.5,3.4,3.2,4.2
16,JAN,2009,4.8,3.7,5.1,3.8,3.5,4.2,2.9,3.9,3.8,4.8
15,FEB,2009,4.8,3.9,4.8,3.9,3.7,4.8,3.1,4.1,4,4.8
16,MAR,2009,4.9,3.7,5,4.1,3.8,4.8,2.9,3.8,3.7,4.9
16,APR,2009,3.8,3.4,4.1,3.9,3.6,4.3,2.6,3.4,3.4,3.8
16,MAY,2009,3.1,3.3,3.8,3.6,3.3,3.4,2.6,3.2,3.3,3.1
16,JUN,2009,2.7,3.1,3.9,2.8,2.5,3,3.1,3,2.9,2.7
16,JUL,2009,2.8,3.2,3.7,2.8,2.6,2.8,3.5,3.1,2.8,2.8
16,AUG,2009,3,3.1,4.1,2.6,2.4,2.7,3.7,3,2.9,3
16,SEP,2009,3.9,3.4,4.6,3.1,2.7,2.8,3.5,3.3,3.3,3.9
16,OCT,2009,4.1,3.4,4.3,3.1,2.6,3,3.1,3.4,3.3,4.1
16,NOV,2009,3.6,3.3,4.2,3.7,3.3,3.7,2.8,3.3,3.3,3.6
16,DEC,2009,4.3,3.4,4.9,3.6,3.6,4.2,2.8,3.8,3.6,4.3
16,JAN,2010,4.6,3.5,4.9,4,3.8,4.4,2.8,3.7,3.6,4.6
15,FEB,2010,4.7,3.7,5,4.5,4.3,4.8,2.9,3.9,3.8,4.7
16,MAR,2010,4.4,3.7,4.7,4.1,3.5,4.8,2.9,3.9,3.7,4.4
16,APR,2010,3.8,3.4,4.2,4.2,3.9,4.6,2.8,3.5,3.5,3.8
16,MAY,2010,2.8,3.3,3.7,3.3,3.1,3.7,2.6,3.2,3.2,2.8
16,JUN,2010,2.6,3.1,3.7,2.8,2.4,3.2,3.1,3.1,2.9,2.6
16,JUL,2010,2.6,3,3.6,2.9,2.7,2.6,3.4,3,2.7,2.6
16,AUG,2010,2.9,3,4,2.8,2.5,2.6,3.6,2.9,2.8,2.9
16,SEP,2010,3.6,3.3,4.1,2.8,2.5,2.6,3.4,3.2,3.3,3.6
16,OCT,2010,4.2,3.3,4.5,3.2,2.6,2.9,3.3,3.3,3.3,4.2
16,NOV,2010,3.7,3.3,4.4,3.7,3.3,3.7,2.8,3.4,3.4,3.7
16,DEC,2010,4.5,3.4,4.9,3.6,3.5,4.1,2.8,3.7,3.5,4.5
