Date,Musanze,Mombasa,Maseno,Lome,Lagos,Koulikoro,Kigali,Kayonza,Kamembe,Nairobi
16/12/1994,3.6,3.2,4.4,3.7,3.7,4,2.5,3.5,3.3,3.6
16/01/1995,4.6,3.6,4.7,3.9,3.7,4.1,2.7,3.8,3.6,4.6
15/02/1995,4.8,3.8,5,4.5,4.3,4.6,2.9,4,3.9,4.8
16/03/1995,4.2,3.6,4.7,3.9,3.7,4.9,2.7,3.7,3.6,4.2
16/04/1995,3.6,3.4,3.9,3.9,3.5,4.3,2.6,3.5,3.5,3.6
16/05/1995,2.8,3.2,3.4,3.5,3.2,3.7,2.4,3,3.1,2.8
16/06/1995,2.7,2.9,3.9,2.8,2.5,3.1,2.8,2.9,2.7,2.7
16/07/1995,2.5,2.8,3.7,2.5,2.3,2.6,3.1,2.6,2.5,2.5
16/08/1995,2.9,3.1,3.8,2.6,2.4,2.6,3.5,3,2.9,2.9
16/09/1995,3.7,3.2,4.2,2.9,2.5,2.8,3.2,3.1,3.1,3.7
16/10/1995,4,3.2,4.3,3.2,2.7,3,3.1,3.2,3.1,4
16/11/1995,3.6,3.3,4.4,3.6,3.3,3.7,2.7,3.4,3.3,3.6
16/12/1995,4.2,3.2,4.9,3.4,3.2,4.2,2.7,3.5,3.2,4.2
16/01/1996,4.7,3.5,4.9,3.9,3.5,4.4,2.8,3.7,3.5,4.7
15/02/1996,4.7,3.7,4.9,4.3,3.9,4.8,2.9,3.9,3.8,4.7
16/03/1996,4.5,3.5,4.8,4.3,4,4.9,2.7,3.7,3.5,4.5
16/04/1996,3.3,3.1,3.9,4,3.6,4.2,2.4,3.2,3.3,3.3
16/05/1996,2.8,3.2,3.5,3.2,3,3.6,2.6,3.1,3.1,2.8
16/06/1996,2.7,3,3.7,2.7,2.5,3,2.9,2.9,2.8,2.7
16/07/1996,2.6,2.8,3.6,2.7,2.4,2.7,3.2,2.7,2.5,2.6
16/08/1996,3,3,4,2.5,2.3,2.6,3.5,2.9,2.8,3
16/09/1996,3.7,3.2,4.3,2.8,2.2,2.7,3.2,3.1,3,3.7
16/10/1996,4.1,3.2,4.2,3.3,2.8,3.2,3,3.2,3.1,4.1
16/11/1996,3.6,3.2,4.4,3.7,3.4,3.7,2.7,3.2,3.2,3.6
16/12/1996,4.2,3.2,4.9,3.7,3.2,4,2.6,3.4,3.3,4.2
16/01/1997,4.8,3.5,5.1,3.9,3.4,4.4,2.7,3.8,3.6,4.8
15/02/1997,5.1,3.7,5.2,4.9,4.3,4.6,2.9,3.9,3.8,5.1
16/03/1997,4.4,3.7,4.6,4.1,3.8,4.7,2.8,3.9,3.8,4.4
16/04/1997,2.9,3.2,3.7,3.7,3.4,4.2,2.3,3.2,3.3,2.9
16/05/1997,2.7,2.9,3.5,3.3,3,3.5,2.2,2.9,2.9,2.7
16/06/1997,2.5,3.1,3.5,2.6,2.2,3.1,3,3.1,2.9,2.5
16/07/1997,2.5,2.8,3.5,2.4,2.3,2.7,3.2,2.7,2.5,2.5
16/08/1997,2.8,3,3.8,2.5,2.4,2.7,3.4,2.9,2.8,2.8
16/09/1997,3.9,3.4,4.4,3.3,2.7,2.9,3.6,3.3,3.2,3.9
16/10/1997,3.6,3.2,3.3,3.2,2.8,3.4,3,3.2,3.1,3.6
16/11/1997,3.2,3.2,4,3.4,2.9,3.9,2.6,3.3,3.2,3.2
16/12/1997,3.8,3,4.4,3.6,3.1,4.2,2.3,3.3,3.1,3.8
16/01/1998,4.3,3.5,4.7,3.8,3.5,4.3,2.6,3.8,3.6,4.3
15/02/1998,4.3,3.8,4.7,4.5,4.2,4.8,2.9,3.9,3.9,4.3
16/03/1998,4.4,3.8,4.9,4.7,4.5,4.7,2.8,3.9,3.8,4.4
16/04/1998,3.2,3.2,3.9,4.2,3.9,4.3,2.3,3.3,3.3,3.2
16/05/1998,2.8,3,3.6,3.6,3.4,3.6,2.3,2.9,3,2.8
16/06/1998,2.7,3.2,3.7,3.1,2.7,3,3.2,3.2,3,2.7
16/07/1998,2.6,2.8,3.7,2.4,2.2,2.5,3.3,2.7,2.5,2.6
16/08/1998,2.7,3,3.8,2.8,2.6,2.5,3.4,2.8,2.7,2.7
16/09/1998,3.6,3.2,4.1,3,2.5,2.5,3.3,3,3,3.6
16/10/1998,4.4,3.2,4.9,3.3,2.8,3.2,3,3.2,3.1,4.4
16/11/1998,3.6,3.2,4.4,3.7,3.3,3.8,2.7,3.3,3.2,3.6
16/12/1998,4,3.3,4.7,3.3,3.1,4.2,2.5,3.6,3.4,4
16/01/1999,4.6,3.5,5,3.8,3.4,4.3,2.7,3.7,3.5,4.6
15/02/1999,5.2,4,5.3,4.4,4.1,4.8,3,4.2,4,5.2
16/03/1999,4.1,3.3,4.7,4.2,3.8,5,2.4,3.6,3.5,4.1
16/04/1999,3.1,3.3,3.8,3.8,3.4,4.1,2.5,3.3,3.3,3.1
16/05/1999,2.9,3.3,3.6,3.6,3.3,3.4,2.7,3.2,3.1,2.9
16/06/1999,2.7,3.3,3.7,3,2.6,3,3.2,3.2,3,2.7
16/07/1999,2.6,3,3.5,2.3,2.2,2.5,3.4,2.9,2.6,2.6
16/08/1999,2.7,2.7,3.8,2.8,2.7,2.4,3.1,2.6,2.5,2.7
16/09/1999,3.7,3.2,4.3,2.8,2.4,2.5,3.3,3.1,3,3.7
16/10/1999,4.2,3.2,4.6,3,2.5,3.2,3.2,3.1,3.1,4.2
16/11/1999,3.4,3.2,4.3,3.5,3.2,3.8,2.6,3.2,3.2,3.4
16/12/1999,3.9,3.1,4.6,3.6,3.3,4.1,2.5,3.4,3.2,3.9
16/01/2000,4.7,3.5,4.9,4,3.7,4.4,2.7,3.7,3.6,4.7
15/02/2000,5.2,3.8,5.3,4.6,4.4,4.5,3,3.9,3.9,5.2
16/03/2000,4.5,3.6,4.7,4.7,4.4,4.8,2.7,3.7,3.6,4.5
16/04/2000,3.5,3.4,4.1,4.2,3.9,4.4,2.6,3.4,3.4,3.5
16/05/2000,3.1,3.3,3.9,3.8,3.4,3.6,2.7,3.3,3.2,3.1
16/06/2000,2.6,3.2,3.7,2.9,2.6,3.1,3,3.1,3,2.6
16/07/2000,2.8,3.4,3.9,2.6,2.4,2.5,3.6,3.3,2.9,2.8
16/08/2000,3,3.1,4,2.7,2.4,2.7,3.6,3.1,2.9,3
16/09/2000,3.7,3.2,4.3,3.1,2.6,2.6,3.2,3,3.1,3.7
16/10/2000,4.2,3.1,4.5,3.4,2.9,3.2,3,3.1,3.1,4.2
16/11/2000,3.6,3.3,4.4,3.8,3.3,3.8,2.7,3.5,3.3,3.6
16/12/2000,3.7,3.1,4.5,3.7,3.4,4.1,2.4,3.4,3.2,3.7
16/01/2001,4.4,3.7,4.7,4.1,3.5,4.3,2.7,3.9,3.7,4.4
15/02/2001,4.8,3.9,5.1,4.7,4.4,4.6,3.1,4.1,4.1,4.8
16/03/2001,4.6,3.7,4.9,4.6,4.3,4.8,2.9,3.9,3.7,4.6
16/04/2001,3.3,3.4,3.8,4.1,3.8,4.3,2.6,3.4,3.5,3.3
16/05/2001,2.9,3.3,3.6,3.5,3.3,3.6,2.6,3.2,3.3,2.9
16/06/2001,2.6,3.2,3.5,2.9,2.6,3,3,3.1,3,2.6
16/07/2001,2.6,2.9,3.6,2.4,2.5,2.6,3.1,2.8,2.6,2.6
16/08/2001,3,3,4.1,2.4,2.3,2.6,3.5,2.9,2.8,3
16/09/2001,3.9,3.2,4.4,3,2.6,2.7,3.3,3.1,3.1,3.9
16/10/2001,4.3,3.3,4.5,3.6,3,3.1,3.1,3.3,3.3,4.3
16/11/2001,3.6,3.3,4.3,3.8,3.2,3.8,2.7,3.4,3.3,3.6
16/12/2001,4.1,3.1,4.7,3.8,3.4,4.2,2.4,3.4,3.2,4.1
16/01/2002,4.4,3.6,4.7,3.5,3.2,4,2.6,3.8,3.7,4.4
15/02/2002,4.6,4,4.7,4.5,4.2,4.7,3.1,4.1,4.1,4.6
16/03/2002,4.2,3.7,4.7,4.4,4.1,4.9,2.8,3.9,3.7,4.2
16/04/2002,3,3.4,3.7,3.9,3.6,4.4,2.5,3.5,3.5,3
16/05/2002,3,3.4,3.8,3.7,3.4,3.7,2.5,3.3,3.3,3
16/06/2002,2.7,3.2,3.8,3,2.7,3,3.1,3.1,3,2.7
16/07/2002,2.7,3.1,3.7,2.5,2.4,2.7,3.4,3,2.8,2.7
16/08/2002,2.9,3.1,3.7,2.8,2.7,2.7,3.6,3.1,2.9,2.9
16/09/2002,3.8,3.5,4.2,3.2,2.7,2.7,3.5,3.4,3.4,3.8
16/10/2002,4.2,3.3,4.6,3.2,2.7,3.1,3.1,3.3,3.2,4.2
16/11/2002,3.5,3.3,4.4,3.6,3.1,3.8,2.7,3.3,3.3,3.5
16/12/2002,3.9,3.3,4.6,3.8,3.4,4.1,2.6,3.6,3.4,3.9
16/01/2003,4.9,3.6,5,3.8,3.6,4.2,2.8,3.9,3.7,4.9
15/02/2003,5.6,3.8,5.5,4.2,3.9,4.8,3.3,4,3.9,5.6
16/03/2003,5,3.7,5.2,4.6,4.3,4.7,3,3.9,3.8,5
16/04/2003,3.9,3.4,4.8,3.8,3.6,4.3,2.7,3.5,3.5,3.9
16/05/2003,2.5,3.3,3.6,3.7,3.5,3.5,2.5,3.3,3.3,2.5
16/06/2003,2.6,3.2,3.6,2.6,2.2,2.9,3,3.1,2.9,2.6
16/07/2003,2.5,3.1,3.2,2.8,2.7,2.6,3.3,3.1,2.8,2.5
16/08/2003,3,2.9,4.1,2.9,2.6,2.6,3.5,2.8,2.7,3
16/09/2003,3.7,3.2,4.3,3.1,2.7,2.7,3.4,3,3.1,3.7
16/10/2003,4.2,3.2,4.5,3.5,3,3.2,3.1,3.2,3.2,4.2
16/11/2003,4.1,3.3,4.6,3.6,3.2,3.8,2.9,3.4,3.3,4.1
16/12/2003,4.3,3.6,4.8,3.5,3.4,4.1,2.8,4,3.7,4.3
16/01/2004,4.6,3.7,4.9,3.6,3.3,4.2,2.9,3.9,3.7,4.6
15/02/2004,4.7,4.1,4.7,4.1,3.7,4.7,3,4.4,4.1,4.7
16/03/2004,4.2,3.6,4.6,4.2,4,4.7,2.7,3.7,3.7,4.2
16/04/2004,3.2,3.2,3.8,3.8,3.5,4.3,2.4,3.3,3.3,3.2
16/05/2004,3.1,3.3,3.9,3.1,2.7,3.6,2.6,3.2,3.3,3.1
16/06/2004,2.6,3.2,3.4,2.7,2.2,3,3.1,3.1,3,2.6
16/07/2004,2.8,3.1,3.7,2.8,2.6,2.6,3.5,3.1,2.8,2.8
16/08/2004,3,3.1,3.8,2.7,2.5,2.7,3.6,3.1,2.9,3
16/09/2004,3.6,3.3,4,3.1,2.8,2.8,3.2,3.2,3.2,3.6
16/10/2004,3.7,3.3,3.7,3.3,2.8,3.2,3,3.3,3.3,3.7
16/11/2004,3.4,3.3,4.1,3.5,3.1,3.8,2.5,3.4,3.3,3.4
16/12/2004,3.7,3.3,4.2,3.4,3.3,4.1,2.4,3.6,3.4,3.7
16/01/2005,4.5,3.5,4.8,3.6,3.2,4.1,2.5,3.8,3.6,4.5
15/02/2005,5.4,4.2,5,3.9,3.7,4.9,3.2,4.5,4.3,5.4
16/03/2005,4.7,3.7,4.8,4.2,3.9,4.8,2.8,3.8,3.8,4.7
16/04/2005,3.7,3.7,4.2,4.1,3.8,4.2,2.6,3.8,3.7,3.7
16/05/2005,2.9,3.2,3.4,3.5,3.2,3.4,2.4,3.1,3.2,2.9
16/06/2005,2.5,3.2,3.5,2.6,2.2,2.8,3,3.1,3,2.5
16/07/2005,2.4,3,3.4,2.6,2.4,2.5,3.3,2.9,2.7,2.4
16/08/2005,2.8,3,3.7,2.8,2.5,2.4,3.4,3,2.8,2.8
16/09/2005,3.7,3.4,4.3,3.1,2.7,2.7,3.3,3.3,3.3,3.7
16/10/2005,4.1,3.2,4.3,3.4,2.9,3.1,3.2,3.3,3.2,4.1
16/11/2005,4.1,3.4,4.5,3.9,3.5,3.7,2.9,3.5,3.4,4.1
16/12/2005,4.5,3.7,4.7,3.5,3.5,4.2,3,4.1,3.8,4.5
16/01/2006,4.9,3.7,5.3,3.5,3.4,4.2,3,4,3.8,4.9
15/02/2006,5.4,4,5.4,3.9,3.7,4.8,3.3,4.3,4.2,5.4
16/03/2006,4.3,3.7,4.6,4.3,3.9,4.8,2.8,3.8,3.7,4.3
16/04/2006,3.4,3.4,3.8,4.4,4.3,4.2,2.5,3.5,3.5,3.4
16/05/2006,2.9,3.2,3.7,3.3,2.9,3.5,2.3,3.1,3.1,2.9
16/06/2006,2.7,3.1,3.6,3.2,2.8,3.1,3.1,3.1,2.9,2.7
16/07/2006,2.6,3.1,3.5,2.9,2.7,2.7,3.4,3,2.8,2.6
16/08/2006,2.9,2.8,4,2.7,2.4,2.6,3.3,2.8,2.8,2.9
16/09/2006,3.4,3.2,3.9,2.9,2.5,2.6,3.3,3.1,3.1,3.4
16/10/2006,4.1,3.3,4.3,3.3,2.7,3.2,3.3,3.4,3.3,4.1
16/11/2006,3.1,3.2,3.7,3.8,3.5,3.6,2.7,3.3,3.3,3.1
16/12/2006,3.3,3.2,3.9,3.5,3.4,3.9,2.2,3.5,3.4,3.3
16/01/2007,4.4,3.6,4.5,3.9,3.3,4.1,2.8,3.8,3.7,4.4
15/02/2007,4.9,3.9,4.8,4.2,3.9,4.7,3,4.2,4.1,4.9
16/03/2007,4.4,3.9,4.5,4.5,4.2,4.7,3,4,4,4.4
16/04/2007,3.6,3.4,4.1,4,3.6,4.3,2.7,3.5,3.5,3.6
16/05/2007,3,3.4,3.6,3.4,2.9,3.6,2.7,3.4,3.4,3
16/06/2007,2.7,3,3.7,2.7,2.3,3,2.8,3,2.9,2.7
16/07/2007,2.7,2.5,3.6,2.8,2.5,2.6,2.8,2.6,2.5,2.7
16/08/2007,2.9,3,3.9,2.7,2.5,2.6,3.4,2.9,2.8,2.9
16/09/2007,3.8,3.3,4.5,3.1,2.7,2.7,3.3,3.2,3.1,3.8
16/10/2007,4.4,3.3,4.5,3.3,2.8,3.2,3.2,3.4,3.2,4.4
16/11/2007,3.6,3.2,4.4,3.4,2.9,3.8,2.6,3.4,3.3,3.6
16/12/2007,3.9,3.4,4.5,3.3,3.2,4.1,2.7,3.7,3.6,3.9
16/01/2008,4.8,3.8,4.9,3.6,3.4,4,2.9,4.1,3.9,4.8
15/02/2008,4.8,3.9,4.5,3.6,3.5,4.6,3.1,4.1,4.1,4.8
16/03/2008,4.1,3.7,4.7,4.3,4,4.8,2.8,3.8,3.8,4.1
16/04/2008,3.5,3.2,3.9,4,3.6,4.2,2.6,3.2,3.3,3.5
16/05/2008,3,3.2,3.7,3.3,3,3.5,2.6,3.1,3.2,3
16/06/2008,2.5,3.1,3.6,2.8,2.4,3.1,2.9,3,2.9,2.5
16/07/2008,2.7,3.1,3.6,2.7,2.4,2.6,3.5,3,2.8,2.7
16/08/2008,3,3,4.1,2.8,2.5,2.7,3.6,2.9,2.8,3
16/09/2008,4.1,3.3,4.7,2.8,2.4,2.8,3.5,3.2,3.2,4.1
16/10/2008,4.1,3.2,4.4,3.3,2.9,3.2,3,3.2,3.1,4.1
16/11/2008,3.5,3.3,4.1,3.7,3.3,3.9,2.7,3.4,3.3,3.5
16/12/2008,4.2,3.1,4.7,3.4,3.3,4.1,2.5,3.4,3.2,4.2
16/01/2009,4.8,3.7,5.1,3.8,3.5,4.2,2.9,3.9,3.8,4.8
15/02/2009,4.8,3.9,4.8,3.9,3.7,4.8,3.1,4.1,4,4.8
16/03/2009,4.9,3.7,5,4.1,3.8,4.8,2.9,3.8,3.7,4.9
16/04/2009,3.8,3.4,4.1,3.9,3.6,4.3,2.6,3.4,3.4,3.8
16/05/2009,3.1,3.3,3.8,3.6,3.3,3.4,2.6,3.2,3.3,3.1
16/06/2009,2.7,3.1,3.9,2.8,2.5,3,3.1,3,2.9,2.7
16/07/2009,2.8,3.2,3.7,2.8,2.6,2.8,3.5,3.1,2.8,2.8
16/08/2009,3,3.1,4.1,2.6,2.4,2.7,3.7,3,2.9,3
16/09/2009,3.9,3.4,4.6,3.1,2.7,2.8,3.5,3.3,3.3,3.9
16/10/2009,4.1,3.4,4.3,3.1,2.6,3,3.1,3.4,3.3,4.1
16/11/2009,3.6,3.3,4.2,3.7,3.3,3.7,2.8,3.3,3.3,3.6
16/12/2009,4.3,3.4,4.9,3.6,3.6,4.2,2.8,3.8,3.6,4.3
16/01/2010,4.6,3.5,4.9,4,3.8,4.4,2.8,3.7,3.6,4.6
15/02/2010,4.7,3.7,5,4.5,4.3,4.8,2.9,3.9,3.8,4.7
16/03/2010,4.4,3.7,4.7,4.1,3.5,4.8,2.9,3.9,3.7,4.4
16/04/2010,3.8,3.4,4.2,4.2,3.9,4.6,2.8,3.5,3.5,3.8
16/05/2010,2.8,3.3,3.7,3.3,3.1,3.7,2.6,3.2,3.2,2.8
16/06/2010,2.6,3.1,3.7,2.8,2.4,3.2,3.1,3.1,2.9,2.6
16/07/2010,2.6,3,3.6,2.9,2.7,2.6,3.4,3,2.7,2.6
16/08/2010,2.9,3,4,2.8,2.5,2.6,3.6,2.9,2.8,2.9
16/09/2010,3.6,3.3,4.1,2.8,2.5,2.6,3.4,3.2,3.3,3.6
16/10/2010,4.2,3.3,4.5,3.2,2.6,2.9,3.3,3.3,3.3,4.2
16/11/2010,3.7,3.3,4.4,3.7,3.3,3.7,2.8,3.4,3.4,3.7
16/12/2010,4.5,3.4,4.9,3.6,3.5,4.1,2.8,3.7,3.5,4.5
