"","YEAR","X","XX","PRED","PETD","CLDD","DTRD","TMPD","TMND","TMXD","VAPD","WETD","FRSD"
"16-JAN-1981",0,"/","961:",61.7,2.8,82.8,12.9,19.1,12.7,25.6,16.9,16.64,0
"15-FEB-1981",0,"/","962:",58.5,2.9,78.2,12.7,19.4,13.1,25.8,17.5,14.26,0
"16-MAR-1981",0,"/","963:",144,2.5,92.8,11.5,19.2,13.5,25,18,23.39,0
"16-APR-1981",0,"/","964:",157.6,2.4,88.6,11.1,19.1,13.6,24.7,18.4,24.82,0
"16-MAY-1981",0,"/","965:",95.2,2.3,87.1,11.1,18.8,13.3,24.4,17.9,17.9,0
"16-JUN-1981",0,"/","966:",11.6,3,64.2,13.7,18.6,11.8,25.5,15.7,5.19,0
"16-JUL-1981",0,"/","967:",5.5,3.1,70.2,13.7,18.4,11.6,25.3,14.4,4.24,0
"16-AUG-1981",0,"/","968:",92,3.3,74.4,12.9,19.4,13,25.9,14.9,13.66,0
"16-SEP-1981",0,"/","969:",77.1,3.2,72,12.8,19.3,12.9,25.7,16.2,12.57,0
"16-OCT-1981",0,"/","970:",94.5,3,74.8,12.8,19.2,12.8,25.6,16.9,19.1,0
"16-NOV-1981",0,"/","971:",77.7,2.8,79.2,12.6,19.3,13,25.6,17.7,18.8,0
"16-DEC-1981",0,"/","972:",73.2,2.6,82.1,12.5,19.2,13,25.5,17.8,18.6,0
"16-JAN-1982",0,"/","973:",63,2.6,86.6,12.6,19.3,13,25.6,17.6,16.21,0
"15-FEB-1982",0,"/","974:",43.9,2.9,78.1,13,19.4,12.9,25.9,17.4,12.65,0
"16-MAR-1982",0,"/","975:",68.9,2.8,83.8,13.1,19.8,13.3,26.4,18,16.79,0
"16-APR-1982",0,"/","976:",171.6,2.4,88,11.3,19.2,13.6,24.9,18.3,25.65,0
"16-MAY-1982",0,"/","977:",111,2.3,87.8,11,19,13.5,24.5,18.4,19.5,0
"16-JUN-1982",0,"/","978:",16.1,2.8,68.1,13,18.8,12.3,25.3,16.7,6.52,0
"16-JUL-1982",0,"/","979:",2.1,3.2,66.3,14.4,18.8,11.6,26,15.1,3.97,0
"16-AUG-1982",0,"/","980:",5.4,3.3,71.3,13.7,19.4,12.6,26.3,15.4,2.59,0
"16-SEP-1982",0,"/","981:",80.1,3.2,69.9,13.3,19.5,12.9,26.2,16.7,12.49,0
"16-OCT-1982",0,"/","982:",111.4,2.8,80.1,11.9,18.9,13,24.9,17.3,20.7,0
"16-NOV-1982",0,"/","983:",152.9,2.4,86.9,10.9,18.7,13.3,24.2,18.4,25.8,0
"16-DEC-1982",0,"/","984:",92.3,2.4,85.4,12.2,19,12.9,25.1,18.2,20.06,0
"16-JAN-1983",0,"/","985:",28.5,2.6,84.7,12.9,19,12.6,25.5,17.7,9.22,0
"15-FEB-1983",0,"/","986:",77.2,3,76.9,13.5,19.8,13.1,26.6,18,16.65,0
"16-MAR-1983",0,"/","987:",83.7,2.7,87.4,12.3,20.2,14.1,26.4,18.6,18.39,0
"16-APR-1983",0,"/","988:",172.8,2.4,92,11.2,19.6,14,25.2,18.5,25.76,0
"16-MAY-1983",0,"/","989:",55.4,2.4,85.7,11.5,19.4,13.7,25.2,18.4,14.14,0
"16-JUN-1983",0,"/","990:",19.8,2.9,70.8,12.8,19.3,12.9,25.7,16.7,5.62,0
"16-JUL-1983",0,"/","991:",9.3,3.1,68.3,13.6,19,12.2,25.8,15.5,6.64,0
"16-AUG-1983",0,"/","992:",67.1,3.1,78.3,12.3,19.7,13.6,25.9,15.8,11.81,0
"16-SEP-1983",0,"/","993:",87.2,3.1,71.9,13.1,19.3,12.8,25.9,16.7,13.33,0
"16-OCT-1983",0,"/","994:",128,2.7,84.6,11.5,19.3,13.6,25.1,17.8,21.38,0
"16-NOV-1983",0,"/","995:",122.8,2.6,84.7,12.1,19.2,13.2,25.3,18.2,22.93,0
"16-DEC-1983",0,"/","996:",97.4,2.4,85.6,12.3,18.6,12.5,24.8,18,21.1,0
"16-JAN-1984",0,"/","997:",49.5,2.5,83.8,12.4,18.4,12.2,24.6,17.8,14.67,0
"15-FEB-1984",0,"/","998:",67.9,2.9,78.1,13.1,19.3,12.8,25.9,18,15.89,0
"16-MAR-1984",0,"/","999:",112.4,2.8,83.2,12.9,19.5,13.1,26,17.9,20.76,0
"16-APR-1984",0,"/","1000:",134.2,2.4,86.8,11.7,18.9,13.1,24.8,18.2,22.97,0
"16-MAY-1984",0,"/","1001:",27.3,2.6,76.3,12.6,19.2,12.9,25.5,17.8,9.87,0
"16-JUN-1984",0,"/","1002:",1.8,2.9,64,13.6,18.7,11.9,25.5,16.3,0.98,0
"16-JUL-1984",0,"/","1003:",31.6,3.1,66.1,13.6,19,12.2,25.8,15.3,14.35,0
"16-AUG-1984",0,"/","1004:",46.4,3.3,70.9,13.4,19.3,12.6,26,15.2,9.71,0
"16-SEP-1984",0,"/","1005:",52.4,3.4,64.9,14.1,19.4,12.4,26.5,16.1,10.21,0
"16-OCT-1984",0,"/","1006:",116.5,3.1,70.3,13.2,19.2,12.6,25.8,17.1,20.94,0
"16-NOV-1984",0,"/","1007:",130.7,2.6,81.9,11.7,18.7,12.9,24.6,17.8,24.12,0
"16-DEC-1984",0,"/","1008:",75.5,2.6,80.5,12.4,18.9,12.7,25.1,18.1,18.4,0
"16-JAN-1985",0,"/","1009:",64.1,2.8,81.3,13.5,19.5,12.8,26.3,17.9,16.78,0
"15-FEB-1985",0,"/","1010:",49.1,2.6,82.5,11.7,18.8,13,24.7,17.7,13.19,0
"16-MAR-1985",0,"/","1011:",121.6,2.6,86.5,12.5,19,12.8,25.3,17.6,21.9,0
"16-APR-1985",0,"/","1012:",188,2.2,92.1,10.9,18.5,13.1,24,18.1,26.64,0
"16-MAY-1985",0,"/","1013:",59.2,2.4,84.4,12,18.7,12.7,24.7,17.8,14.57,0
"16-JUN-1985",0,"/","1014:",7.7,2.9,66.6,13.3,18.4,11.8,25.1,15.9,3.56,0
"16-JUL-1985",0,"/","1015:",7.3,3.2,64.4,14.4,18.6,11.4,25.8,14.8,5.07,0
"16-AUG-1985",0,"/","1016:",15.2,3.3,69.4,14.2,19.4,12.3,26.5,15.3,4.77,0
"16-SEP-1985",0,"/","1017:",125.6,3.1,72.9,12.7,19.2,12.9,25.6,16.3,15.74,0
"16-OCT-1985",0,"/","1018:",95.3,2.9,78.1,12.2,19.2,13.1,25.3,17.1,19.11,0
"16-NOV-1985",0,"/","1019:",131.5,2.6,82.9,11.6,19,13.2,24.8,18,23.91,0
"16-DEC-1985",0,"/","1020:",92.9,2.4,87.1,11.8,18.9,13,24.8,17.9,19.83,0
"16-JAN-1986",0,"/","1021:",78.9,2.7,80.7,12.6,19,12.7,25.3,17.9,18.5,0
"15-FEB-1986",0,"/","1022:",88.8,2.8,81.4,12.8,19.4,13,25.8,17.4,17.36,0
"16-MAR-1986",0,"/","1023:",104,2.5,89.1,12.1,18.9,12.9,25,17.6,20.37,0
"16-APR-1986",0,"/","1024:",174.8,2.3,90.8,11,19,13.5,24.5,18.1,25.26,0
"16-MAY-1986",0,"/","1025:",82.3,2.3,86.7,11.2,19,13.4,24.6,18.3,17.03,0
"16-JUN-1986",0,"/","1026:",18.7,2.9,63.2,13.5,18.3,11.6,25.1,15.8,7.02,0
"16-JUL-1986",0,"/","1027:",1.7,3.3,64.5,14.9,18.5,11.1,26,14.3,1.16,0
"16-AUG-1986",0,"/","1028:",10.1,3.5,66.3,14.6,19.7,12.4,27,15.1,4.13,0
"16-SEP-1986",0,"/","1029:",53.4,3.2,70.4,13.1,19.3,12.8,25.9,16.3,10.16,0
"16-OCT-1986",0,"/","1030:",109.9,2.9,80.5,11.8,19.4,13.5,25.3,17.3,20.35,0
"16-NOV-1986",0,"/","1031:",101.4,2.6,82.9,11.5,19.1,13.4,24.9,17.8,21.29,0
"16-DEC-1986",0,"/","1032:",96.4,2.4,85.8,11.5,18.8,13.1,24.6,17.9,20.92,0
"16-JAN-1987",0,"/","1033:",70.9,2.6,83.6,12.3,19.1,13,25.3,17.7,17.77,0
"15-FEB-1987",0,"/","1034:",84.7,2.9,78.5,12.8,19.5,13.1,25.9,17.7,17.57,0
"16-MAR-1987",0,"/","1035:",106.4,2.7,86.1,12.4,19.5,13.3,25.7,18.1,20.63,0
"16-APR-1987",0,"/","1036:",115.6,2.5,86.2,11.5,19.6,13.9,25.4,19,21.39,0
"16-MAY-1987",0,"/","1037:",138.8,2.3,87.9,11.3,19.2,13.6,24.9,18.6,21.37,0
"16-JUN-1987",0,"/","1038:",42.6,2.8,69.3,12.8,18.8,12.4,25.2,16.3,10.77,0
"16-JUL-1987",0,"/","1039:",6.5,3.4,60.3,14.9,19.3,11.9,26.8,14.8,4.43,0
"16-AUG-1987",0,"/","1040:",23.5,3.6,63.3,14.7,20.2,12.9,27.6,15.7,6.38,0
"16-SEP-1987",0,"/","1041:",111.5,3.4,65.4,13.6,20,13.2,26.8,16.8,14.83,0
"16-OCT-1987",0,"/","1042:",94.9,3.1,74.9,12.9,19.8,13.4,26.3,17.5,19.04,0
"16-NOV-1987",0,"/","1043:",202.6,2.8,78.9,12.6,19.4,13.1,25.7,18,28.62,0
"16-DEC-1987",0,"/","1044:",58.8,2.9,70.7,13.1,19.9,13.4,26.5,18.4,16.55,0
"16-JAN-1988",0,"/","1045:",77.4,2.7,81.3,12.8,19.5,13.1,25.9,18.6,18.15,0
"15-FEB-1988",0,"/","1046:",61,3.2,72.5,13.8,20.1,13.2,27,17.8,14.9,0
"16-MAR-1988",0,"/","1047:",164.1,2.8,83.4,12.6,19.8,13.5,26.1,18,23.97,0
"16-APR-1988",0,"/","1048:",171.2,2.6,82.5,11.9,19.4,13.5,25.4,18.3,25.79,0
"16-MAY-1988",0,"/","1049:",103.3,2.6,76.1,12.6,19.1,12.8,25.4,18.2,18.57,0
"16-JUN-1988",0,"/","1050:",18.9,3.1,58.4,14.2,19.2,12.1,26.3,16.6,4.6,0
"16-JUL-1988",0,"/","1051:",20.9,3.1,66.7,14.1,18.7,11.7,25.8,14.9,10.4,0
"16-AUG-1988",0,"/","1052:",86.7,3.3,73.4,13.1,19.7,13.2,26.3,15.3,12.99,0
"16-SEP-1988",0,"/","1053:",109.6,3.2,70.4,13.2,19.3,12.7,25.9,16.3,14.67,0
"16-OCT-1988",0,"/","1054:",99.3,3,76.3,12.7,19.3,13,25.7,17.3,19.26,0
"16-NOV-1988",0,"/","1055:",116.4,2.6,81.7,12,18.8,12.8,24.8,17.6,22.55,0
"16-DEC-1988",0,"/","1056:",57.7,2.6,80.3,12.6,18.7,12.4,25,17.7,16.62,0
"16-JAN-1989",0,"/","1057:",51.8,2.5,83.8,11.9,18.3,12.4,24.3,17.7,14.85,0
"15-FEB-1989",0,"/","1058:",46.6,2.7,80.7,12.3,18.6,12.5,24.8,17.3,12.13,0
"16-MAR-1989",0,"/","1059:",99.1,2.7,85.9,12.1,19,13,25.1,17.4,19.66,0
"16-APR-1989",0,"/","1060:",141.5,2.4,85.9,11.6,18.7,12.9,24.5,18,23.14,0
"16-MAY-1989",0,"/","1061:",90.2,2.3,83.4,11.8,18.5,12.6,24.4,17.8,17.67,0
"16-JUN-1989",0,"/","1062:",31.8,2.9,62.8,13.7,18.4,11.6,25.3,15.9,8.91,0
"16-JUL-1989",0,"/","1063:",5.7,3.3,64.2,14.6,18.7,11.4,26,14.3,5.31,0
"16-AUG-1989",0,"/","1064:",37.9,3.4,70.5,13.6,19.4,12.6,26.2,14.7,8.94,0
"16-SEP-1989",0,"/","1065:",98.2,3.3,68.9,13.1,19.3,12.8,25.9,15.7,13.84,0
"16-OCT-1989",0,"/","1066:",130.6,3.1,75.3,12.7,19.4,13.1,25.8,16.9,21.64,0
"16-NOV-1989",0,"/","1067:",100.3,2.7,79.2,12.4,19,12.8,25.2,17.7,21.48,0
"16-DEC-1989",0,"/","1068:",100.1,2.3,90.7,11.3,18.9,13.3,24.6,17.9,21.33,0
"16-JAN-1990",0,"/","1069:",44.5,2.7,80.3,13.4,18.7,12,25.4,17,14.3,0
"15-FEB-1990",0,"/","1070:",129.6,2.7,83,11.9,19.4,13.5,25.4,17.8,21.28,0
"16-MAR-1990",0,"/","1071:",111.8,2.5,89.6,11.7,19.3,13.5,25.2,18.2,20.99,0
"16-APR-1990",0,"/","1072:",134.1,2.4,89.4,11.3,19.5,13.9,25.2,18.9,22.94,0
"16-MAY-1990",0,"/","1073:",67,2.5,81.5,12.2,19.3,13.2,25.4,18.3,15.21,0
"16-JUN-1990",0,"/","1074:",1.8,3.1,58.3,14.6,19.1,11.8,26.4,16.3,1.1,0
"16-JUL-1990",0,"/","1075:",0.5,3.4,61.7,15.5,18.9,11.2,26.7,14.7,0.71,0
"16-AUG-1990",0,"/","1076:",25.3,3.4,69.7,14,19.5,12.5,26.5,15.2,6.89,0
"16-SEP-1990",0,"/","1077:",92.8,3.2,69.4,13.4,19.3,12.6,26,16.3,13.49,0
"16-OCT-1990",0,"/","1078:",94.7,3,74.5,13,19.3,12.8,25.8,17.1,19.02,0
"16-NOV-1990",0,"/","1079:",124.9,2.7,78.9,12.4,19.3,13.1,25.5,18.1,23.58,0
"16-DEC-1990",0,"/","1080:",120,2.5,83.1,12.1,19.1,13.1,25.2,18.1,22.9,0
"16-JAN-1991",0,"/","1081:",72.7,2.6,83.3,13.5,18.7,12,25.5,17.6,18.02,0
"15-FEB-1991",0,"/","1082:",78,3,77.6,13.6,19.6,12.8,26.4,17.6,16.95,0
"16-MAR-1991",0,"/","1083:",120.9,2.8,85.4,13,20,13.5,26.5,17.9,21.81,0
"16-APR-1991",0,"/","1084:",145.3,2.6,83.5,12.1,19.3,13.3,25.4,18.1,23.73,0
"16-MAY-1991",0,"/","1085:",131.9,2.4,87.7,11.6,19.7,13.9,25.5,18.5,20.78,0
"16-JUN-1991",0,"/","1086:",45.8,3.1,63.5,13.8,19.4,12.5,26.3,16.3,11.06,0
"16-JUL-1991",0,"/","1087:",5.6,3.2,67,15.4,18.6,10.9,26.3,15,4.74,0
"16-AUG-1991",0,"/","1088:",13.7,3.4,69.1,14.9,19.2,11.8,26.7,15.1,4.87,0
"16-SEP-1991",0,"/","1089:",45.8,3.3,66.5,14.7,19.2,11.9,26.6,16.3,8.75,0
"16-OCT-1991",0,"/","1090:",136.8,2.8,81.3,12.6,19.4,13.1,25.7,17.5,22.56,0
"16-NOV-1991",0,"/","1091:",83.1,2.6,82.1,13.2,18.9,12.3,25.5,17.7,19.47,0
"16-DEC-1991",0,"/","1092:",72.1,2.6,80,12.7,18.8,12.5,25.2,17.9,17.55,0
"16-JAN-1992",0,"/","1093:",41.8,2.9,76.8,14.3,19,11.9,26.2,17.2,13.56,0
"15-FEB-1992",0,"/","1094:",38.2,2.8,83.1,13.2,19.5,12.9,26.1,17.8,11.68,0
"16-MAR-1992",0,"/","1095:",111,2.9,81.3,13.3,19.6,13,26.3,17.8,20.84,0
"16-APR-1992",0,"/","1096:",123.2,2.5,87.9,11.1,19.7,14.2,25.3,18.8,22.1,0
"16-MAY-1992",0,"/","1097:",74.5,2.4,85.9,11.7,19.3,13.5,25.2,18.3,15.95,0
"16-JUN-1992",0,"/","1098:",53.2,2.8,73.3,12.5,19,12.8,25.3,16.5,11.2,0
"16-JUL-1992",0,"/","1099:",2.9,3.1,67.6,14.4,18.7,11.5,25.9,14.8,2.7,0
"16-AUG-1992",0,"/","1100:",14.7,3.1,78,13.4,19.3,12.6,26,15.2,4.61,0
"16-SEP-1992",0,"/","1101:",122.5,3.1,76.9,13.1,19.3,12.8,25.9,16.4,15.51,0
"16-OCT-1992",0,"/","1102:",143.5,2.7,87.3,12.7,19.3,13,25.7,17.1,22.98,0
"16-NOV-1992",0,"/","1103:",97.7,2.6,79.4,11.7,18.8,13,24.7,17.7,20.85,0
"16-DEC-1992",0,"/","1104:",103.3,2.5,81.8,12.5,18.8,12.6,25.1,17.8,21.71,0
"16-JAN-1993",0,"/","1105:",90.4,2.6,80.5,12.6,18.4,12.1,24.7,17.5,19.78,0
"15-FEB-1993",0,"/","1106:",61.6,2.8,77.7,12.3,18.9,12.8,25.1,17.5,15.12,0
"16-MAR-1993",0,"/","1107:",127.1,2.7,84.2,12.9,18.9,12.5,25.4,17.6,22.23,0
"16-APR-1993",0,"/","1108:",113.7,2.7,79.4,12.9,19.1,12.7,25.6,18,21.41,0
"16-MAY-1993",0,"/","1109:",144.1,2.4,83.4,12.1,18.9,12.9,25,18.1,22.08,0
"16-JUN-1993",0,"/","1110:",30.2,2.9,69.8,13.8,19.5,12.6,26.4,16.8,7.75,0
"16-JUL-1993",0,"/","1111:",0,3.2,65,15.2,18.9,11.3,26.5,15.2,0.09,0
"16-AUG-1993",0,"/","1112:",53.9,3.4,71.8,14.5,20,12.8,27.3,15.6,10.47,0
"16-SEP-1993",0,"/","1113:",28.4,3.2,69.3,13.4,19.1,12.4,25.8,16.5,7.71,0
"16-OCT-1993",0,"/","1114:",72.1,3,74.2,13.3,19,12.4,25.7,16.9,16.66,0
"16-NOV-1993",0,"/","1115:",103.2,3,78.3,12.6,20.3,14,26.6,17.3,21.43,0
"16-DEC-1993",0,"/","1116:",95.8,2.6,81.9,11.9,19,13.1,25,17.7,20.8,0
"16-JAN-1994",0,"/","1117:",95.9,2.6,79.5,13,18.2,11.7,24.7,17.2,20.13,0
"15-FEB-1994",0,"/","1118:",55.4,2.9,79,12.6,19.3,13,25.6,17.6,14.24,0
"16-MAR-1994",0,"/","1119:",171.9,2.5,92,12.9,18.5,12.1,25,17.3,25.65,0
"16-APR-1994",0,"/","1120:",138.3,2.5,85.5,12.8,18.9,12.5,25.3,17.8,23.44,0
"16-MAY-1994",0,"/","1121:",123.1,2.4,87.2,12.2,19.6,13.5,25.7,18.5,20.34,0
"16-JUN-1994",0,"/","1122:",18.8,2.9,68.4,13.6,18.8,12,25.6,16.4,6.17,0
"16-JUL-1994",0,"/","1123:",8.1,3,69.2,14.8,18.3,10.9,25.7,15,4.49,0
"16-AUG-1994",0,"/","1124:",38.2,3.5,73,15.1,20.1,12.6,27.7,15.1,7.68,0
"16-SEP-1994",0,"/","1125:",73.9,3.4,68.4,14.3,19.9,12.8,27.1,16.3,12.03,0
"16-OCT-1994",0,"/","1126:",102.2,3,74.5,12.4,19.4,13.2,25.6,17.2,19.84,0
"16-NOV-1994",0,"/","1127:",139.4,2.5,89.3,12.2,19,12.9,25.1,17.2,24.84,0
"16-DEC-1994",0,"/","1128:",103,2.5,85.2,12.6,19.1,12.8,25.4,17.8,21.74,0
"16-JAN-1995",0,"/","1129:",55.8,2.7,80.6,13.4,18.9,12.2,25.6,17.6,15.98,0
"15-FEB-1995",0,"/","1130:",76.7,2.9,77.5,13.1,19.4,12.9,26,17.8,16.7,0
"16-MAR-1995",0,"/","1131:",112.6,2.7,88.9,13.3,19.6,13,26.3,18,21.12,0
"16-APR-1995",0,"/","1132:",165.4,2.6,83.8,12.6,19.5,13.2,25.8,18.3,25.28,0
"16-MAY-1995",0,"/","1133:",122.1,2.4,85.9,12,19.2,13.2,25.2,18.4,20.26,0
"16-JUN-1995",0,"/","1134:",70.9,2.8,77.1,13.2,19.5,12.9,26.1,16.4,13.3,0
"16-JUL-1995",0,"/","1135:",3.5,3.1,71.7,14.4,18.9,11.7,26.1,15,2.83,0
"16-AUG-1995",0,"/","1136:",4.3,3.5,72.4,13.2,20.6,14,27.2,15.4,2.35,0
"16-SEP-1995",0,"/","1137:",85.4,3.2,77.5,13.5,19.7,13,26.5,16.1,13.01,0
"16-OCT-1995",0,"/","1138:",127.6,3.1,78.7,13.2,19.9,13.3,26.5,17.2,21.66,0
"16-NOV-1995",0,"/","1139:",121.1,2.7,84.8,13.4,19.7,13,26.4,17.6,23.24,0
"16-DEC-1995",0,"/","1140:",74.5,2.7,81.9,12.7,19.3,13,25.7,17.5,18.83,0
"16-JAN-1996",0,"/","1141:",80.1,2.8,83.8,13.5,19.4,12.7,26.2,17.4,18.58,0
"15-FEB-1996",0,"/","1142:",100.1,2.9,80,13.5,19.7,13,26.5,17.6,18.56,0
"16-MAR-1996",0,"/","1143:",115.6,2.7,84.3,12.9,19.3,12.9,25.8,17.9,21.38,0
"16-APR-1996",0,"/","1144:",115.6,2.4,89.9,12.3,18.8,12.7,25,18.2,21.53,0
"16-MAY-1996",0,"/","1145:",45.5,2.6,79.9,14,19,12,26,17.7,12.58,0
"16-JUN-1996",0,"/","1146:",37.4,2.9,72.8,14.4,18.9,11.7,26.1,16.1,7.8,0
"16-JUL-1996",0,"/","1147:",18.1,3.2,73.4,15.5,19,11.3,26.8,14.4,8.74,0
"16-AUG-1996",0,"/","1148:",70.5,3.5,68.8,15.9,19.5,11.6,27.5,14.6,12.01,0
"16-SEP-1996",0,"/","1149:",104.2,3.2,71.4,14.4,19.2,12,26.4,16,14.52,0
"16-OCT-1996",0,"/","1150:",96.7,3,77.5,12.2,19.3,13.2,25.4,16.9,19.21,0
"16-NOV-1996",0,"/","1151:",125.3,2.7,83.8,12.5,19.7,13.5,26,17.8,23.29,0
"16-DEC-1996",0,"/","1152:",81.6,2.6,80.4,13,19.2,12.7,25.7,18,19.26,0
"16-JAN-1997",0,"/","1153:",117.3,2.7,83.8,13,19.6,13.1,26.1,18,21.58,0
"15-FEB-1997",0,"/","1154:",14,2.9,80,12.5,19.7,13.5,26,18.2,5.58,0
"16-MAR-1997",0,"/","1155:",79.7,2.8,81.3,13.1,19.4,12.9,26,17.9,17.79,0
"16-APR-1997",0,"/","1156:",171.9,2.3,88.8,11.3,19.3,13.7,25,19.2,25.81,0
"16-MAY-1997",0,"/","1157:",120.2,2.2,96.9,11.4,19.5,13.8,25.2,18.6,20.03,0
"16-JUN-1997",0,"/","1158:",31.3,3,65.9,13.8,19.6,12.7,26.5,16.9,8.42,0
"16-JUL-1997",0,"/","1159:",9.3,3.2,69.4,15,19.1,11.6,26.6,15.2,5.71,0
"16-AUG-1997",0,"/","1160:",24.1,3.4,67,15.6,18.6,10.8,26.4,14.5,7.5,0
"16-SEP-1997",0,"/","1161:",23.8,3.6,62.9,13.2,20,13.4,26.6,15.9,7.43,0
"16-OCT-1997",0,"/","1162:",127.4,3,78.4,12,20,14,26,17.6,21.65,0
"16-NOV-1997",0,"/","1163:",141.6,2.6,83.8,12.7,19.4,13.1,25.8,18.3,24.82,0
"16-DEC-1997",0,"/","1164:",143.6,2.3,93.9,12.7,19.2,12.9,25.6,18.2,24.75,0
"16-JAN-1998",0,"/","1165:",138.2,2.6,83.8,13.5,19,12.3,25.8,17.8,23.94,0
"15-FEB-1998",0,"/","1166:",106.4,2.9,80,13.7,20.1,13.3,27,18.4,19.3,0
"16-MAR-1998",0,"/","1167:",134.6,2.8,80.5,12.6,19.7,13.4,26,18.3,22.87,0
"16-APR-1998",0,"/","1168:",101.9,2.3,90.3,11,19,13.5,24.5,18.5,20.32,0
"16-MAY-1998",0,"/","1169:",129.5,2.3,87.6,11.1,19.1,13.6,24.7,18,20.69,0
"16-JUN-1998",0,"/","1170:",20.3,3.2,53.5,13.5,19,12.3,25.8,16.1,7.67,0
"16-JUL-1998",0,"/","1171:",6.6,3.3,68.5,15.2,19.2,11.6,26.8,14.7,5.71,0
"16-AUG-1998",0,"/","1172:",30.9,3.4,66.6,13.4,19.7,13,26.4,15.3,6.79,0
"16-SEP-1998",0,"/","1173:",74.5,3.3,72.9,14.3,19.8,12.7,27,16.5,11.25,0
"16-OCT-1998",0,"/","1174:",133.2,3,77.5,13.4,19.5,12.8,26.2,17.3,22.4,0
"16-NOV-1998",0,"/","1175:",85.2,2.7,83.8,12.2,19.8,13.7,25.9,17.8,19.64,0
"16-DEC-1998",0,"/","1176:",58.6,2.5,85.1,12.8,19.2,12.8,25.6,17.8,16.5,0
"16-JAN-1999",0,"/","1177:",92.6,2.7,83.8,13.2,19.3,12.7,25.9,17.8,19.9,0
"15-FEB-1999",0,"/","1178:",20.3,3,80,12.5,20.4,14.2,26.7,17.8,7.75,0
"16-MAR-1999",0,"/","1179:",130.6,2.4,95.4,12.1,19.4,13.4,25.5,18.5,22.09,0
"16-APR-1999",0,"/","1180:",71.5,2.5,88.8,12.7,19.4,13.1,25.8,18.6,16.88,0
"16-MAY-1999",0,"/","1181:",46.2,2.7,76.5,12.8,19.5,13.1,25.9,17.9,12.91,0
"16-JUN-1999",0,"/","1182:",1.3,3.2,55.2,14.8,19.3,11.9,26.7,16.3,0.74,0
"16-JUL-1999",0,"/","1183:",0.4,3.4,59.7,15.8,18.9,11,26.8,14.7,0.77,0
"16-AUG-1999",0,"/","1184:",73.4,3.1,86.3,14,20,13,27,15.2,12.46,0
"16-SEP-1999",0,"/","1185:",72.3,3.3,69.3,13.6,19.7,12.9,26.5,16.6,12.25,0
"16-OCT-1999",0,"/","1186:",97.9,3.2,68.9,13.4,19.1,12.4,25.8,16.9,19.3,0
"16-NOV-1999",0,"/","1187:",132.4,2.6,83.8,12,19,13,25,17.7,24.12,0
"16-DEC-1999",0,"/","1188:",92.2,2.5,87,11.9,19.6,13.7,25.6,18.1,20.58,0
"16-JAN-2000",0,"/","1189:",58,2.7,83.8,13.5,19,12.3,25.8,17.4,15.96,0
"15-FEB-2000",0,"/","1190:",52.3,3,80.6,13.7,19.8,13,26.7,17.4,13.82,0
"16-MAR-2000",0,"/","1191:",119.2,2.7,87,12.3,19.7,13.6,25.9,18,21.31,0
"16-APR-2000",0,"/","1192:",116.3,2.6,91,12.7,20.1,13.8,26.5,18.4,21.42,0
"16-MAY-2000",0,"/","1193:",78.3,2.7,83.9,13.3,20.5,13.9,27.2,18.5,16.1,0
"16-JUN-2000",0,"/","1194:",6.9,3,61,13.9,18.9,12,25.9,16.9,3.48,0
"16-JUL-2000",0,"/","1195:",2.9,3.6,43.7,14.2,19.2,12.1,26.3,15.3,2.62,0
"16-AUG-2000",0,"/","1196:",15.7,3.6,70.5,14.6,20.9,13.6,28.2,15.8,4.5,0
"16-SEP-2000",0,"/","1197:",56.9,3.2,71.9,12.9,19.4,13,25.9,16.6,10.17,0
"16-OCT-2000",0,"/","1198:",123.4,3,78.4,13.4,19.7,13,26.4,17.1,21.26,0
"16-NOV-2000",0,"/","1199:",135.9,2.7,83.8,11.7,19.9,14.1,25.8,17.9,24.66,0
"16-DEC-2000",0,"/","1200:",115.2,2.4,85,11.5,18.6,12.9,24.4,17.6,22.49,0
"16-JAN-2001",0,"/","1201:",143.7,2.7,83.8,11.6,19.6,13.8,25.4,17.5,23.82,0
"15-FEB-2001",0,"/","1202:",68,3.1,80,12.3,20.8,14.7,27,18,15.71,0
"16-MAR-2001",0,"/","1203:",142.3,2.9,84.9,12.1,20.2,14.2,26.3,17.9,23.25,0
"16-APR-2001",0,"/","1204:",90.4,2.6,88.8,12.1,20.1,14.1,26.2,18.5,17.62,0
"16-MAY-2001",0,"/","1205:",60.8,2.6,83.3,11.6,20.1,14.3,25.9,18.2,14.38,0
"16-JUN-2001",0,"/","1206:",5.9,3,61.9,13.3,18.8,12.2,25.5,16.5,2.65,0
"16-JUL-2001",0,"/","1207:",37.7,3.1,72.5,14.1,19.1,12.1,26.2,15,15.03,0
"16-AUG-2001",0,"/","1208:",56.5,3.5,72.5,14.1,20.5,13.5,27.6,15.4,11.52,0
"16-SEP-2001",0,"/","1209:",117.1,3.3,74.4,13.1,20.2,13.7,26.8,16.5,15.77,0
"16-OCT-2001",0,"/","1210:",119.7,3.1,77.5,12.7,20.3,14,26.7,17.4,21.26,0
"16-NOV-2001",0,"/","1211:",178.8,2.7,83.8,12.2,19.8,13.7,25.9,18,27.01,0
"16-DEC-2001",0,"/","1212:",95.4,2.4,89.8,12.3,19.1,13,25.3,18,21.06,0
